Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Aleksei Tammiste,SovietUnion,Soviet Union,Aleksei Tammiste born July 29 1946 is a retired Estonian professional basketball player who competed for the Soviet Union,P27,Forwards
Albany High School New York,UnitedStates,United States,Albany High School AHS in Albany New York United States is a public high school with an enrollment of about 2600 students for the 2017–18 school year,P17,Forwards
Pedro Bustos,Argentina,Argentine,Pedro Bustos born 10 November 1927 is an Argentine former basketball player,P27,Forwards
John Jay High School San Antonio,UnitedStates,United States,John Jay High School is a public high school in the Northside Independent School District of San Antonio Texas United States which generally serves the northwest portion of the city,P17,Forwards
1955 in sports,1956insports,1956,1952160195316019541601955160195616019571601958,P155,Backwards
1962 in sports,1961insports,1961,1959160196016019611601962160196316019641601965,P155,Forwards
Barbers Hill High School,UnitedStates,USA,Barbers Hill High School is a 5A based in Mont Belvieu Texas USA,P17,Forwards
Charles OBannon,NationalBasketballAssociation,National Basketball Association,OBannon played two seasons in the National Basketball Association NBA with the Detroit Pistons and also played overseas in Japan Poland and Italy,P118,Forwards
RV College of Engineering,Bangalore,Bangalore,Rashtreeya Vidyalaya College of Engineering RVCE or RV College of Engineering Rāshtrīya Vidyālaya Tāntrika Mahāvidyālaya is an autonomous private technical coeducational college located in Bangalore Karnataka India,P131,Forwards
Ventspils Olympic Center Basketball Hall,Latvia,Latvia,Ventspils Olympic Center Basketball Hall is a multipurpose indoor sports arena that is located in Ventspils Latvia,P17,Forwards
1979 in sports,1980insports,1980,1976160197716019781601979160198016019811601982,P155,Backwards
Yao Ming,NationalBasketballAssociation,National Basketball Association,He played for the Shanghai Sharks of the Chinese Basketball Association CBA and the Houston Rockets of the National Basketball Association NBA,P118,Forwards
1971 in sports,1970insports,1970,1968160196916019701601971160197216019731601974,P155,Forwards
Richard Soto,1992SummerOlympics,1992 Summer Olympics,He competed in the mens tournament at the 1992 Summer Olympics and the 1996 Summer Olympics,P1344,Forwards
Nikos Galis,Greece,Greece,Galis who was named the Greek Athlete of the Year three times 1986 1987 1989 is highly revered in Greece where he is considered by many to be one of the greatest national athletes that the country has ever had,P27,Forwards
McNichols Sports Arena,Colorado,Colorado,McNichols Sports Arena was an indoor arena located in Denver Colorado,P131,Forwards
Alberto Angulo,Shootingguard,shooting guard,He played as a shooting guard,P413,Forwards
PineRichland School District,PineRichlandMiddleSchool,PineRichland Middle School,The district operates Eden Hall Upper Elementary School for grades 46 PineRichland Middle School for grades 78 and PineRichland High School for grades 912,P5353,Backwards
SELL Student Games,Lithuania,Lithuania,The name of the games is according to the first letters of the hosting countries – Finland Estonia Latvia and Lithuania – in their respective languages Finnish Suomi Estonian Eesti Latvian Latvija Lithuanian Lietuva,P17,Forwards
Frenchtown High School,UnitedStates,United States,Frenchtown High School is located in Frenchtown Missoula County Montana United States,P17,Forwards
Forbes Road School District,UnitedStates,US,The Forbes Road School District is a rural public school district located in Fulton County Pennsylvania US It serves the townships of Dublin Taylor and Wells,P17,Forwards
Ilion Greece,Greece,Greece,Ilion Greek Ίλιον before 1994 Νέα Λιόσια Nea Liosia is a suburb in west Athens Greece,P17,Forwards
Best Female Athlete ESPY Award,UnitedStates,American,Five athletes American soccer player Mia Hamm Swedish golfer Annika Sörenstam American alpine skier Lindsey Vonn American tennis player Serena Williams and American mixed martial artist Ronda Rousey have won the award twice,P17,Forwards
Hampton Township School District Pennsylvania,UnitedStates,USA,The district serves only the residents of Hampton Township Western Pennsylvania USA,P17,Forwards
Gustine High School Texas,UnitedStates,USA,Gustine High School is a public primary intermediate and high school located in Gustine Texas USA and classified as a 1A school by the UIL,P17,Forwards
Rogers High School Rogers Texas,UnitedStates,USA,Rogers High School is a 3A public high school located in Rogers Texas USA,P17,Forwards
Minnehaha Academy,Minneapolis,Minneapolis,Minnehaha Academy often abbreviated MA is a Christian private school in Minneapolis Minnesota United States for students in preschool through 12th grade and established in 1913,P131,Forwards
Georgia country,Tbilisi,Tbilisi,    Motto160ძალა ერთობაშიაDzala ertobashiaStrength is in UnityAnthem160თავისუფლებაTavisuplebaFreedomAreas under Georgian control shown in dark green areas claimed but uncontrolled shown in light greenCapitaland largest cityTbilisi41°43′N 44°47′Exfeff  xfeff41717°N 44783°Exfeff  41717 44783Official160languagesGeorgian nationwideAbkhazian Abkhazian AREthnic160groups  2014a868 Georgians62 Azerbaijanis45 Armenians07 Russians21 OthersReligion  2014881 Christianity—834 Georgian Orthodoxy—57 Other Christian107 Islam 12 Others  NoneDemonymsGeorgianGovernmentUnitary parliamentary constitutional republic•160President Salome Zurabishvili•160Chairperson ofthe Parliament Kakha Kuchava•160Prime Minister Irakli Garibashvili,P17,Backwards
Point guard,SteveNash,Steve Nash,Other point guards who have been named NBA MVP include Bob Cousy Oscar Robertson Derrick Rose and Russell Westbrook and twotime winners Steve Nash and Stephen Curry,P413,Backwards
Scott Creek Middle School,Coquitlam,Coquitlam,Scott Creek Middle School or simply Scott Creek is a public middle school in Coquitlam British Columbia serving grades six to eight,P131,Forwards
Rutgers Scarlet Knights,NCAADivisionI,Division I,Among the first American schools to participate in intercollegiate athletics Rutgers currently fields 27 teams in the Big Ten Conference which participates in Division I competition as sanctioned by the National Collegiate Athletic Association NCAA in the following sports baseball basketball crew cross country field hockey football golf gymnastics lacrosse soccer softball tennis track and field swimming and diving wrestling and volleyball,P118,Forwards
Robert Lee High School,UnitedStates,USA,Robert Lee High School is a public high school located in Robert Lee Texas USA and classified as a 1A school by the UIL,P17,Forwards
Southside High School Texas,UnitedStates,United States,Southside High School is a 5A public high school in the Southside Independent School District of San Antonio Texas United States,P17,Forwards
West High School Texas,UnitedStates,USA,West High School is a public high school located in West Texas USA and classified as a 3A school by the UIL,P17,Forwards
Marco Carraretto,Smallforward,small forward,He is a 197 m 6160ft 5¾ in tall 95160kg shooting guardsmall forward,P413,Forwards
1961 in sports,1962insports,1962,1958160195916019601601961160196216019631601964,P156,Forwards
Simonas Kymantas,Centerbasketball,center,He plays the center position,P413,Forwards
Holy Redeemer High School,UnitedStates,United States,It is located in WilkesBarre Pennsylvania United States,P17,Forwards
Renato Villalta,Italy,Italy,Renato Villalta born February 3 1955 in Maserada sul Piave province of Treviso is a former professional basketball player from Italy,P27,Forwards
PalaGeorge,Italy,Italy,PalaGeorge is an indoor arena located in Montichiari Italy in the province of Brescia,P17,Forwards
Laneville High School,UnitedStates,USA,Laneville High School or Laneville School is a 1A public high school located in unincorporated Laneville Texas USA,P17,Forwards
Montgomery Area School District,MontgomeryAreaHighSchool,Montgomery Area High School,In 2015 Montgomery Area School District operates 3 public schools Montgomery Area High School Montgomery Middle School and Montgomery Elementary School,P5353,Backwards
Ambridge Area School District,AmbridgeAreaHighSchool,Ambridge Area High School,Ambridge Area School District operates five schools Ambridge Area High School Ambridge Area Junior High School Economy Elementary Highland Elementary and State Street Elementary,P5353,Backwards
Augusta Jaguars,NCAADivisionII,Division II,All teams compete at the Division II level of the NCAA except for mens and womens golf which compete at the Division I level,P118,Forwards
1983 FIBA Intercontinental Cup,Argentina,Argentina,It took place at Buenos Aires Argentina,P17,Forwards
Birkan Batuk,Shootingguard,shooting guard,He mainly plays at the shooting guard position but he also has the ability to play as a small forward if needed,P413,Forwards
Livadeia,Greece,Greece,Livadeia Greek Λιβαδειά Livadiá pronounced160livaˈðʝa Ancient Greek Λεβάδεια romanized160Lebadeia or Λεβαδία Lebadia is a town in central Greece,P17,Forwards
Lutheran South Academy,UnitedStates,United States,Lutheran South Academy is a private prekindergarten through 12th grade Lutheran school affiliated with the Lutheran Church–Missouri Synod located in Houston Texas United States,P17,Forwards
Gustave Vereecken,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Darius Lukminas,Lithuania,Lithuanian,Darius Lukminas born February 9 1968 is a Lithuanian former basketball player for the Lithuanian national basketball team and Žalgiris Kaunas,P27,Forwards
May High School,UnitedStates,USA,May High School is a public high school located in May Texas USA and classified as a 1A school by the UIL,P17,Forwards
1967 in sports,1968insports,1968,1964160196516019661601967160196816019691601970,P155,Backwards
Hector Calma,Pointguard,point guard,At 5 feet and 8160inches he played at the point guard position and was most notably associated with the San Miguel Beer team of the Philippine Basketball Association,P413,Forwards
Ukrainian SL Favorit Sport,Ukraine,Ukraine,The Ukrainian SL Favorit Sport was one of two toptier level professional basketball leagues in Ukraine,P17,Forwards
Gwacheon Foreign Language High School,SouthKorea,South Korea,Gwacheon Foreign Language High school Hangeul 과천외국어고등학교 과천외고 is an Independent High School located in Gyeonggi province Gwacheonsi South Korea,P17,Forwards
Crosbyton High School,UnitedStates,USA,Crosbyton High School also known as Crosbyton Secondary is a public high school located in Crosbyton Texas USA and classified as a 2A school by the UIL,P17,Forwards
Bishop Luers High School,UnitedStates,United States,Bishop Luers High School is a small Catholic high school located in the southside of Fort Wayne Indiana United States,P17,Forwards
Antonello Riva,Shootingguard,shooting guard,At 196 m 65 he played at the shooting guard and small forward positions,P413,Forwards
Chuck Person,NationalBasketballAssociation,National Basketball Association,Person played 14 seasons in the National Basketball Association NBA and was the 1987 NBA Rookie of the Year,P118,Forwards
Greater Los Angeles,California,California,stateStatesCaliforniaLargest cityLos AngelesArea160•160Total48503160sq160mi 12562160km2Highest160elevationMount San Antonio 10068160ft 3069160mLowest160elevationWilmington −9160ft −3160mPopulation1602016160•160Total13310447160•160Rank2nd in the US160•160Density2744sq160mi 1059km2Time zoneUTC−0800 Pacific160•160Summer DSTUTC−0700 PDT,P131,Forwards
Darius Songaila,NationalBasketballAssociation,National Basketball Association,He serves as an assistant coach for the San Antonio Spurs of the National Basketball Association NBA,P118,Forwards
Portage High School,Indiana,Indiana,Portage High School is a public high school in Portage Indiana that serves grades 9 through 12,P131,Forwards
1984 in sports,1983insports,1983,1981160198216019831601984160198516019861601987,P156,Backwards
Andronikos Gizogiannis,Greece,Greek,Andronikos Gizogiannis Greek Ανδρόνικος Γκιζογιαννης born 1983 is a Greek professional basketball player,P27,Forwards
CB Guadalajara,Spain,Spain,Club Baloncesto Guadalajara was a professional Basketball team based in Guadalajara CastileLa Mancha Spain,P17,Forwards
W T White High School,UnitedStates,USA,Warren Travis White High School is a public secondary school in Dallas Texas USA,P17,Forwards
Simon Fraser University athletics,NCAADivisionII,NCAA Division II,They are members of NCAA Division II and are the only Canadian university affiliated with the USbased National Collegiate Athletic Association,P118,Forwards
Lonny Baxter,Centerbasketball,center,He is 6160ft 8160in 203160m in height and played the power forward and center positions,P413,Forwards
Bankers Life Fieldhouse,UnitedStates,United States,Bankers Life Fieldhouse is an indoor arena located in Downtown Indianapolis Indiana United States,P17,Forwards
Bishop Reding Catholic Secondary School,Ontario,Ontario,Bishop Paul Francis Reding Secondary School is a coeducational Catholic Secondary School in Milton Ontario Canada,P131,Forwards
Culture of Somalia,Somalia,Somalia,The culture of Somalia is an amalgamation of traditions in that were developed independently since the protoSomali era through interaction with neighboring and far away civilizations including other parts of Africa the Arabian Peninsula and Indian subcontinent,P17,Forwards
Tennessee,UnitedStates,United States,statestate in the Southeastern region of the United States,P17,Forwards
Armando Albano,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
PineRichland High School,PineRichlandSchoolDistrict,PineRichland School District, It is the only high school in the PineRichland School District and is located in Pine Township,P5353,Forwards
Waliyy Dixon,UnitedStates,American,Waliyy Dixon born February 7 1974 better known by his streetball nickname Main Event is an American professional basketball player,P27,Forwards
Igors Miglinieks,SovietUnion,Soviet,Igors Miglinieks born 4 May 1964 is a retired Soviet and Latvian professional basketball player and coach,P27,Forwards
Dimitrios Charitopoulos,Centerbasketball,center,He is a power forwardcenter,P413,Forwards
Eastside Memorial High School,AustinIndependentSchoolDistrict,Austin Independent School District,It is a part of the Austin Independent School District AISD,P5353,Forwards
Olumide Oyedeji,Centerbasketball,center,Olumide Oyedeji born 11 May 1981 is a Nigerian professional basketball center who played in the National Basketball Association NBA for three seasons,P413,Forwards
Kobe Bryant,Shootingguard,shooting guard,A shooting guard he spent his entire 20year career with the Los Angeles Lakers in the National Basketball Association NBA,P413,Forwards
Memos Ioannou,Pointguard,point guard,At 62 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 190 m he played at the point guard and shooting guard positions,P413,Forwards
Prairie Surf Studios,Oklahoma,OK,Cox Convention Center 2002–2021Address1 Myriad GardensOklahoma City OK 731029219LocationDowntown Oklahoma CityPublic transitOKC Streetcar Century Center  OKC Streetcar ArenaOwnerCity of Oklahoma CityOperatorSMGCapacityBasketball 13846Ice hockey 13399Arena football 13231Concerts 15634ConstructionBroke ground1969OpenedNovember 5 1972Construction cost23 million162160million in 2020 dollarsArchitectBozalis Dickinson amp RoloffGeneral contractorHA,P131,Forwards
Northern Mariana Islands,UnitedStates,United States,insular areacommonwealth of the United States consisting of 14 islands in the northwestern Pacific Ocean,P17,Forwards
Yale High School,UnitedStates,United States,Yale High School is a public secondary school in Yale Oklahoma United States,P17,Forwards
Iraan High School,UnitedStates,US,Iraan High School is a public high school located in Iraan Texas US and classified as a 1A school by the UIL,P17,Forwards
Association of Summer Olympic International Federations,Switzerland,Switzerland,It is headquartered in Lausanne Switzerland the same city where the International Olympic Committee IOC is also headquartered,P17,Forwards
Volgograd Sports Palace of Trade Unions,Volgograd,Volgograd,Volgograd Sports Palace of Trade Unions is an indoor sporting arena that is located in Volgograd Russia,P131,Forwards
Jacopo Giachetti,Pointguard,point guard,A 190160cm point guard he was born in Pisa Italy,P413,Forwards
Armenak Alachachian,Pointguard,point guard,A point guard he reached European stardom with CSKA Moscow and the senior mens Soviet Union national team,P413,Forwards
Carl English,Shootingguard,shooting guard,A shooting guard he has also played for the Canadian national team,P413,Forwards
Volos,Greece,Greek,Volos Greek Βόλος ˈvolos is a coastal port city in Thessaly situated midway on the Greek mainland about 330 kilometres 205 miles north of Athens and 220 kilometres 137 miles south of Thessaloniki,P17,Forwards
Cross Plains High School Texas,UnitedStates,USA,Cross Plains High School is a public high school located in Cross Plains Texas USA and classified as a 2A school by the UIL,P17,Forwards
Saint Pius X Catholic High School Kansas City Missouri,UnitedStates,United States,Saint Pius X Catholic High School is a private Roman Catholic university preparatory secondary school in Kansas City Missouri United States,P17,Forwards
Monroe Community College,RochesterNewYork,City of Rochester,The college has two campuses the main campus in the town of Brighton and the Downtown Campus in the City of Rochester,P131,Forwards
Basketball at the 2012 Summer Olympics,Basketballatthe2008SummerOlympics,Olympic basketball championships of 2008,The US mens and US womens teams both successfully defended their Olympic basketball championships of 2008,P155,Forwards
PalaLottomatica,Italy,Italy,PalaLottomatica formerly known as Palazzo dello Sport or PalaEUR is a multipurpose sports and entertainment arena in Rome Italy,P17,Forwards
Club San Fernando,Argentina,Argentine,Club San Fernando is an Argentine multisports club based in San Fernando Buenos Aires,P17,Forwards
Lytle High School,UnitedStates,USA,Lytle High School is a public high school located in Lytle Texas USA and classified as a 3A school by the UIL,P17,Forwards
Basketball at the 2001 Games of the Small States of Europe,SanMarino,San Marino,Games were played in San Marino,P17,Forwards
Kendriya Vidyalaya Hebbal Bangalore,Bangalore,Bangalore,Kendriya Vidyalaya Hebbal is a school in Bangalore and part of the Kendriya Vidyalayas in India,P131,Forwards
Spaladium Arena,SplitCroatia,Split,The Spaladium Arena is a multipurpose indoor arena located in Split Croatia,P131,Forwards
Trinity School New York City,UnitedStates,USA,Trinity School also known as Trinity is a highly selective independent preparatory coeducational day school for grades K12 located in the Upper West Side neighbourhood in the Manhattan borough of New York City New York USA and a member of both the New York Interschool and the Ivy Preparatory School League,P17,Forwards
1979 in sports,1978insports,1978,1976160197716019781601979160198016019811601982,P155,Forwards
1977 in sports,1976insports,1976,1974160197516019761601977160197816019791601980,P156,Backwards
Sullivan High School Sullivan Illinois,Illinois,Illinois,Sullivan High School is located in Sullivan Moultrie County Illinois United States,P131,Forwards
Ferndale Area JuniorSenior High School,FerndaleAreaSchoolDistrict,Ferndale Area School District,This is the sole high school operated by the Ferndale Area School District,P5353,Forwards
2009 World Interuniversity Games,Italy,Italy,The 2009 World Interuniversity Games were the 11th edition of the Games organised by IFIUS and took place in Milan Italy from October 12 to October 16 2009,P17,Forwards
Aleksandr Boloshev,SovietUnion,USSR,Aleksandr Aleksandrovich Boloshev Russian Александр Александрович Болошев 12 March 1947 Elektrogorsk Moscow Oblast USSR – 16 July 2010 Volgograd Russia was a Soviet and Russian basketball player who won gold with the Soviet basketball team in Basketball at the 1972 Summer Olympics,P27,Forwards
The Leon M Goldstein High School for the Sciences,NewYorkstate,New York,Goldstein High School for the Sciences at Kingsborough Community College CUNY formerly Kingsborough High School for the Sciences at Kingsborough Community College CUNY from 1993 to 1999 is a fouryear high school grades 912 located in Manhattan Beach Brooklyn New York,P131,Forwards
Rik Smits,Centerbasketball,center,Rik Smits born 23 August 1966 nicknamed The Dunking Dutchman is a Dutch former professional basketball player who spent his entire career with the Indiana Pacers of the National Basketball Association NBA  The 7foot4inch 224160m center was drafted by the Pacers out of Marist College with the second overall pick in the 1988 NBA draft,P413,Forwards
Oscar Robertson,Pointguard,point guard,Robertson played  point guard and was a 12time AllStar 11time member of the AllNBA Team and onetime winner of the MVP award in 14 seasons,P413,Forwards
1954 in sports,1955insports,1955,1951160195216019531601954160195516019561601957,P155,Backwards
Lido Indoor Hall,Greece,Greece,The Lido Indoor Hall or simply the Lido Hall is a multipurpose indoor arena that is located in the city of Heraklion on the island of Crete in Greece,P17,Forwards
NYIT Bears,NCAADivisionII,NCAA Division II,All of New York Techs teams compete in NCAA Division II,P118,Forwards
Canyon High School New Braunfels Texas,UnitedStates,USA,Canyon High School is a public high school located in New Braunfels Texas USA and classified as a 5A school by the UIL,P17,Forwards
Raef LaFrentz,Powerforwardbasketball,power forward,Raef Andrew LaFrentz born May 29 1976 is an American former professional basketball power forward and center who played for the Denver Nuggets Dallas Mavericks Boston Celtics and Portland Trail Blazers of the National Basketball Association NBA,P413,Forwards
1960 in sports,1959insports,1959,1957160195816019591601960160196116019621601963,P155,Forwards
1958 in sports,1959insports,1959,1955160195616019571601958160195916019601601961,P155,Backwards
Lone Star High School Frisco Texas,UnitedStates,USA,Lone Star High School is a public high school located in the city of Frisco Texas USA and classified as a 5A school by the UIL,P17,Forwards
PalaGalassi,Italy,Italy,PalaGalassi also called Unieuro Arena for sponsorship reasons is an indoor arena located in Forlì Italy,P17,Forwards
Melvin Ely,NBAGLeague,NBA G League,Melvin Anderson Ely iːˈlaɪ born May 2 1978 is an American former professional basketball player who is an assistant coach for the Canton Charge of the NBA G League,P118,Forwards
Argentine Basketball Confederation,Argentina,Argentina,The Argentine Basketball Confederation Spanish Confederación Argentina de Básquetbol CABB is the governing body of basketball in Argentina,P17,Forwards
Greg Stiemsma,NationalBasketballAssociation,National Basketball Association,Gregory Stiemsma ˈstiːmsmə born September 26 1985 is an American former professional basketball player who spent four seasons in the National Basketball Association,P118,Forwards
Power forward basketball,CharlesBarkley,Charles Barkley,Power forwards that are inducted in the Naismith Memorial Basketball Hall of Fame include Larry Bird Karl Malone Denise Curry Dolph Schayes Kevin McHale Charles Barkley Elvin Hayes Bob Pettit Dennis Rodman Katrina McClain Johnson Tim Duncan and Kevin Garnett,P413,Backwards
Sport in Romania,Romania,Romania,Sport in Romania are an important part of the countrys culture,P17,Forwards
Sacred Heart Academy Hempstead New York,NewYorkstate,New York,Sacred Heart Academy is an allgirls preparatory school located on Cathedral Avenue in Hempstead New York United States,P131,Forwards
Chris Mihm,NationalBasketballAssociation,National Basketball Association,Christopher Steven Mihm born July 16 1979 is an American former professional basketball center who played nine seasons in the National Basketball Association NBA,P118,Forwards
Michael Cage,Centerbasketball,center,A 69 power forwardcenter from San Diego State he is the Aztecs alltime rebounding leader and second leading scorer as of 2011,P413,Forwards
Nikos Chatzivrettas,Shootingguard,shooting guard,He played at the shooting guard and small forward positions,P413,Forwards
Minnesota State High School League,UnitedStates,United States,The Minnesota State High School League MSHSL is a voluntary nonprofit association for the support and governance of interscholastic activities at high schools in Minnesota United States,P17,Forwards
Swiss Basketball,Switzerland,Switzerland,Swiss Basketball is the governing sports body of the toptier level professional basketball leagues in Switzerland,P17,Forwards
International Basketball League,UnitedStates,United States,The IBL also sometimes featured teams from China and Japan which temporarily relocated to the United States for the IBL season,P17,Forwards
Memos Ioannou,Shootingguard,shooting guard,At 62 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 190 m he played at the point guard and shooting guard positions,P413,Forwards
Anna Arkhipova,2004SummerOlympics,2004 Summer Olympics,Anna Valeryevna Arkhipova Russian Анна Валерьевна Архипова born 27 July 1973 in Stavropol is a Russian basketball player who competed for the Russian National Team at the 2004 Summer Olympics winning the bronze medal,P1344,Forwards
Saint Andrews School Savannah Georgia,UnitedStates,United States,stateGeorgiaUnited StatesInformationTypePrivateCollege preparatoryEstablished1978 PrincipalDr,P17,Forwards
Corliss Williamson,Powerforwardbasketball,power forward,Williamson was a dominating power forward in college but an undersized power forward in the NBA and mostly played at the small forward position,P413,Forwards
Grant Hill,NationalBasketballAssociation,National Basketball Association,Grant Henry Hill born October 5 1972 is an American former professional basketball player who is a coowner and executive of the Atlanta Hawks of the National Basketball Association NBA,P118,Forwards
Queen Elizabeth Collegiate and Vocational Institute,Ontario,Ontario,Queen Elizabeth Collegiate and Vocational Institute QECVI or QE was a high school in Kingston Ontario Canada from 1955 to 2016,P131,Forwards
Roscoe Collegiate High School,UnitedStates,USA,Roscoe Collegiate High School or RCHS is a 2A public high school located in Roscoe Texas USA,P17,Forwards
Miki Berkovich,Shootingguard,shooting guard,A 64 shooting guard he is considered by many91span titleThe material near this tag possibly uses toovague attribution or weasel words,P413,Forwards
Cornwall Central High School,NewYorkstate,New York,Cornwall Central High School is the high school serving the Cornwall Central School District in Orange County New York,P131,Forwards
Dan Majerle,NationalBasketballAssociation,National Basketball Association,He played 14 years in the National Basketball Association NBA with the Phoenix Suns Miami Heat and Cleveland Cavaliers,P118,Forwards
Junction High School,UnitedStates,USA,Junction High School is a 2A public high school located in Junction Texas USA,P17,Forwards
Eastern Commerce Collegiate Institute,Ontario,Ontario,Eastern Commerce Collegiate Institute ECCI was a public high school part of Toronto District School Board in Toronto Ontario Canada,P131,Forwards
Li ShaoTang,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
1963 in sports,1962insports,1962,1960160196116019621601963160196416019651601966,P156,Backwards
Pierre Carlier,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
John Stockton,Pointguard,point guard,He spent his entire NBA career 1984–2003 as a point guard for the Utah Jazz and the team made the playoffs in each of his 19 seasons,P413,Forwards
Mullen High School,Colorado,Colorado,Mullen High School is a Roman Catholic Brothers of the Christian Schools collegepreparatory high school in Denver Colorado,P131,Forwards
Marousi,Greece,Greece,Marousi or Maroussi Greek Μαρούσι also Αμαρούσιο Amarousio is a suburb in the northeastern part of the Athens agglomeration Greece,P17,Forwards
1964 in sports,1965insports,1965,1961160196216019631601964160196516019661601967,P156,Forwards
ThunderRidge High School,Colorado,Colorado,ThunderRidge High School TRHS is a public high school serving the ninth through twelfth grade in Highlands Ranch Colorado,P131,Forwards
MiddWest School District,MiddWestHighSchool,MiddWest High School,MiddWest School District operates four schools Middleburg Elementary School Grades K5 West Snyder Elementary School Grades K5 MiddWest Middle School Grades 67 and MiddWest High School Grades 812,P5353,Backwards
Apostolos Kontos,Smallforward,small forward,He played at the shooting guard and small forward positions with small forward being his main position,P413,Forwards
1972 VIII FIBA International Christmas Tournament,Spain,Spain,It took place at Sports City of Real Madrid Pavilion Madrid Spain on 24 25 and 26 December 1972 with the participations of Real Madrid champions of the 1971–72 Liga Española de Baloncesto Palmeiras Virginia Cavaliers and Estudiantes Monteverde,P17,Forwards
Appalachian Wireless Arena,Kentucky,Commonwealth of Kentucky,The facility which can seat 7000 for concerts and 5700 for sporting events is owned by the Commonwealth of Kentucky and managed by the City of Pikeville,P131,Forwards
Olathe South High School,UnitedStates,United States,Olathe South High School is a public high school located in Olathe Kansas United States serving students in grades 912,P17,Forwards
Schulenburg High School Texas,UnitedStates,USA,Schulenburg High School or Schulenburg Secondary School is a public high school located in Schulenburg Texas USA and classified as a 3A school by the UIL,P17,Forwards
Deividas Pukis,Shootingguard,shooting guard,Deividas Pukis born January 10 1992 Kaunas Lithuania is a Lithuanian professional basketball player whose position is shooting guard,P413,Forwards
Borden County High School,UnitedStates,USA,Borden County High School or Borden County School is a public high school located in Gail Texas USA and classified as a 1A school by the UIL,P17,Forwards
Ioannis Georgallis,Smallforward,small forward,At a height of 200 m 6160ft 6 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 in tall and a weight 104160kg 230160lbs he mainly played at the small forward position,P413,Forwards
California,GreaterLosAngeles,Greater Los Angeles,The Greater Los Angeles area and the San Francisco Bay Area are the nations second and fifth most populous urban regions respectively with the former having more than 187160million residents and the latter having over 96160million,P131,Backwards
Smithville High School Texas,UnitedStates,USA,Smithville High School is a public high school located in Smithville Texas USA and classified as a 4A school by the UIL,P17,Forwards
Yorkville High School,UnitedStates,United States,Yorkville High School or YHS is a public high school located in Yorkville Illinois a western suburb of Chicago in the United States,P17,Forwards
Dime Box High School,UnitedStates,USA,Dime Box High School or Dime Box School is a public high school located in Dime Box Texas USA and classified as a 1A school by the UIL,P17,Forwards
1975 in sports,1974insports,1974,1972160197316019741601975160197616019771601978,P155,Forwards
Whitko High School,Indiana,Indiana,High School is a public high school located in South Whitley Indiana,P131,Forwards
Stonehill Skyhawks,NCAADivisionII,Division II,All current Skyhawk athletic teams compete at the Division II level and are members of the Northeast10 Conference,P118,Forwards
Marouan Laghnej,2010FIBAWorldChampionship,2010 World Championship,Left off the roster for the FIBA Africa Championship 2009 he replaced Marouen Lahmar for the 2010 World Championship,P1344,Forwards
Saint Francis High School Mountain View California,California,California,Saint Francis High School founded in 1954 by the Brothers of Holy Cross is an Roman Catholic coeducational college preparatory secondary school located in Mountain View California United States,P131,Forwards
1956 in sports,1957insports,1957,1953160195416019551601956160195716019581601959,P155,Backwards
Rodney Monroe,Shootingguard,shooting guard,A 63 190 m shooting guard Monroe played only one year in the NBA with the Hawks during the 1991–92 season appearing in 38 games and scoring a total of 131 points,P413,Forwards
Jean Pare basketball,1936SummerOlympics,1936 Summer Olympics,He competed in the mens tournaments at the 1936 Summer Olympics and the 1948 Summer Olympics,P1344,Forwards
Tenaha High School,UnitedStates,USA,Tenaha High School is a public high school located in Tenaha Texas USA and classified as a 2A school by the UIL,P17,Forwards
Southern York County School District,SusquehannockHighSchool,Susquehannock High School,Southern York County School District operates 5 schools Friendship Elementary School Shrewsbury Elementary School Southern Elementary School Southern Middle School and Susquehannock High School,P5353,Backwards
Grand Valley State Lakers,NCAADivisionII,NCAA Division II,The GVSU Lakers compete at the NCAA Division II level and are members of the Great Lakes Intercollegiate Athletic Conference GLIAC,P118,Forwards
2008 United States mens Olympic basketball team,Basketballatthe2008SummerOlympics,2008 Summer Olympics,The mens national basketball team of the United States won the gold medal at the 2008 Summer Olympics  in Beijing China,P1344,Forwards
