Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Conservation movement,Environmentalism,environmentalism,Outside the controversial and frequently political use of the socalled term in the US the term conservation more broadly includes environmentalism91span titleThis claim needs references to reliable sources,P1889,Backwards
Herman Daly,Ecologicaleconomics,ecological,Herman Edward Daly born July 21 1938 is an American ecological and Georgist economist and emeritus professor at the School of Public Policy of University of Maryland College Park in the United States best known for his time as a senior economist at the World Bank from 1988 to 1994,P101,Forwards
Sustainable Development Goals,SustainableDevelopmentGoal7,Affordable and Clean Energy,The 17 SDGs are 1 No Poverty 2 Zero Hunger 3 Good Health and Wellbeing 4 Quality Education 5 Gender Equality 6 Clean Water and Sanitation 7 Affordable and Clean Energy 8 Decent Work and Economic Growth 9 Industry Innovation and Infrastructure 10 Reducing Inequality 11 Sustainable Cities and Communities 12 Responsible Consumption and Production 13 Climate Action 14 Life Below Water 15 Life On Land 16 Peace Justice and Strong Institutions 17 Partnerships for the Goals,P527,Forwards
Sustainable Development Goal 16,SustainableDevelopmentGoals,Sustainable Development Goals,Sustainable Development Goal 16 SDG 16 or Global Goal 16 is about peace justice and strong institutions One of the 17 Sustainable Development Goals established by the United Nations in 2015 the official wording is Promote peaceful and inclusive societies for sustainable development provide access to justice for all and build effective accountable and inclusive institutions at all levels,P527,Backwards
Environmentalism,Greenpolitics,green ideology and politics,While environmentalism focuses more on the environmental and naturerelated aspects of green ideology and politics ecology combines the ideology of social ecology and environmentalism,P279,Backwards
Sustainable Development Goal 1,SustainableDevelopmentGoals,Sustainable Development Goals,Sustainable Development Goal 1 SDG 1 or Global Goal 1 one of the 17 Sustainable Development Goals established by the United Nations in 2015 calls for no poverty,P527,Backwards
Guns Germs and Steel,JaredDiamond,Jared Diamond,Guns Germs and Steel The Fates of Human Societies previously titled Guns Germs and Steel A Short History of Everybody for the Last 13000 Years is a 1997 transdisciplinary nonfiction book by Jared Diamond,P50,Forwards
Sustainable Development Goal 1,SustainableDevelopmentGoals,Sustainable Development Goals,Sustainable Development Goal 1 SDG 1 or Global Goal 1 one of the 17 Sustainable Development Goals established by the United Nations in 2015 calls for no poverty,P361,Forwards
Lester R Brown,Sustainabledevelopment,sustainable development,In the mid1970s Brown helped pioneer the concept of sustainable development during a career that started with farming,P101,Forwards
Conservation movement,Environmentalism,environmentalism,Outside the controversial and frequently political use of the socalled term in the US the term conservation more broadly includes environmentalism91span titleThis claim needs references to reliable sources,P1889,Forwards
Sustainable Development Goal 10,SustainableDevelopmentGoals,Sustainable Development Goals,Sustainable Development Goal 10 Goal 10 or SDG 10 is about reduced inequality and is one of the 17 Sustainable Development Goals established by the United Nations in 2015,P361,Forwards
Steadystate economy,Degrowth,Degrowth,Degrowth,P1889,Forwards
Sustainable Development Goals,SustainableDevelopmentGoal5,Gender Equality,The 17 SDGs are 1 No Poverty 2 Zero Hunger 3 Good Health and Wellbeing 4 Quality Education 5 Gender Equality 6 Clean Water and Sanitation 7 Affordable and Clean Energy 8 Decent Work and Economic Growth 9 Industry Innovation and Infrastructure 10 Reducing Inequality 11 Sustainable Cities and Communities 12 Responsible Consumption and Production 13 Climate Action 14 Life Below Water 15 Life On Land 16 Peace Justice and Strong Institutions 17 Partnerships for the Goals,P361,Backwards
Developed country,Developingcountry,developing countries,They are contrasted with developing countries which are in the process of industrialisation or are preindustrial and almost entirely agrarian some of which might fall into the category of Least Developed Countries,P461,Forwards
Sustainable Development Goals,SustainableDevelopmentGoal4,Quality Education,The 17 SDGs are 1 No Poverty 2 Zero Hunger 3 Good Health and Wellbeing 4 Quality Education 5 Gender Equality 6 Clean Water and Sanitation 7 Affordable and Clean Energy 8 Decent Work and Economic Growth 9 Industry Innovation and Infrastructure 10 Reducing Inequality 11 Sustainable Cities and Communities 12 Responsible Consumption and Production 13 Climate Action 14 Life Below Water 15 Life On Land 16 Peace Justice and Strong Institutions 17 Partnerships for the Goals,P361,Backwards
Steadystate economy,Economicgrowth,growth economy,A steadystate economy is not to be confused with economic stagnation Whereas a steadystate economy is established as the result of deliberate political action economic stagnation is the unexpected and unwelcome failure of a growth economy,P1889,Backwards
Sustainable Development Goal 7,SustainableDevelopmentGoals,Sustainable Development Goals,Sustainable Development Goal 7 SDG 7 or Global Goal 7 is one of 17 Sustainable Development Goals established by the United Nations General Assembly in 2015,P361,Forwards
Jared Diamond,Ecology,ecology,Originally trained in biochemistry and physiology Diamond is known for drawing from a variety of fields including anthropology ecology geography and evolutionary biology,P101,Forwards
Soil,Earth,Earth,Earths body of soil called the pedosphere has four important functions,P1889,Forwards
Sustainable Development Goal 3,Sustainabledevelopment,sustainable development,Good health is essential to sustainable development and the 2030 Agenda,P921,Forwards
Sustainable Development Goals,SustainableDevelopmentGoal14,Life Below Water,The 17 SDGs are 1 No Poverty 2 Zero Hunger 3 Good Health and Wellbeing 4 Quality Education 5 Gender Equality 6 Clean Water and Sanitation 7 Affordable and Clean Energy 8 Decent Work and Economic Growth 9 Industry Innovation and Infrastructure 10 Reducing Inequality 11 Sustainable Cities and Communities 12 Responsible Consumption and Production 13 Climate Action 14 Life Below Water 15 Life On Land 16 Peace Justice and Strong Institutions 17 Partnerships for the Goals,P361,Backwards
Sustainable Development Goal 14,SustainableDevelopmentGoals,Sustainable Development Goals,Sustainable Development Goal 14 Goal 14 or SDG 14 is about Life below water and is one of the 17 Sustainable Development Goals established by the United Nations in 2015,P361,Forwards
Millennium Development Goals,SustainableDevelopmentGoals,Sustainable Development Goals,The Sustainable Development Goals SDGs succeeded the MDGs in 2016,P155,Backwards
Politics of climate change,Climatechange,Climate change,Climate change is a complex global problem,P921,Forwards
Steadystate economy,Economicgrowth,growth economy,A steadystate economy is not to be confused with economic stagnation Whereas a steadystate economy is established as the result of deliberate political action economic stagnation is the unexpected and unwelcome failure of a growth economy,P1889,Forwards
Sustainable Development Goal 17,SustainableDevelopmentGoals,Sustainable Development Goals,Sustainable Development Goal 17 SDG 17 or Global Goal 17 is about partnerships for the goals One of the 17 Sustainable Development Goals established by the United Nations in 2015 the official wording is Strengthen the means of implementation and revitalize the global partnership for sustainable development,P527,Backwards
Sustainable Development Goal 17,SustainableDevelopmentGoals,Sustainable Development Goals,Sustainable Development Goal 17 SDG 17 or Global Goal 17 is about partnerships for the goals One of the 17 Sustainable Development Goals established by the United Nations in 2015 the official wording is Strengthen the means of implementation and revitalize the global partnership for sustainable development,P361,Forwards
Green Party of Minnesota,Greenpolitics,green,The Green Party of Minnesota is a green political party in the a hrefwikiUSstate titleUS,P1142,Forwards
Sustainable Development Goals,SustainableDevelopmentGoal3,Good Health and Wellbeing,The 17 SDGs are 1 No Poverty 2 Zero Hunger 3 Good Health and Wellbeing 4 Quality Education 5 Gender Equality 6 Clean Water and Sanitation 7 Affordable and Clean Energy 8 Decent Work and Economic Growth 9 Industry Innovation and Infrastructure 10 Reducing Inequality 11 Sustainable Cities and Communities 12 Responsible Consumption and Production 13 Climate Action 14 Life Below Water 15 Life On Land 16 Peace Justice and Strong Institutions 17 Partnerships for the Goals,P527,Forwards
Developing country,Developedcountry,developed countries,Countries on the other end of the spectrum are usually referred to as highincome countries or developed countries,P461,Backwards
Sustainable Development Goal 10,SustainableDevelopmentGoals,Sustainable Development Goals,Sustainable Development Goal 10 Goal 10 or SDG 10 is about reduced inequality and is one of the 17 Sustainable Development Goals established by the United Nations in 2015,P527,Backwards
Sustainable Development Goal 15,SustainableDevelopmentGoals,Sustainable Development Goals,Sustainable Development Goal 15 SDG 15 or Global Goal 15 is about Life on land One of the 17 Sustainable Development Goals established by the United Nations in 2015 the official wording is Protect restore and promote sustainable use of terrestrial ecosystems sustainably manage forests combat desertification and halt and reverse land degradation and halt biodiversity loss,P361,Forwards
Sustainable Development Goal 8,Economicgrowth,economic growth,These are sustainable economic growth diversify innovate and upgrade for economic productivity promote policies to support job creation and growing enterprises improve resource efficiency in consumption and production full employment and decent work with equal pay promote youth employment education and training end modern slavery trafficking and child labour protect labour rights and promote safe working environments promote beneficial and sustainable tourism universal access to banking insurance and financial services,P921,Forwards
Pollution,Lightpollution,light pollution,Major forms of pollution include air pollution light pollution litter noise pollution plastic pollution soil contamination radioactive contamination thermal pollution visual pollution and water pollution,P279,Backwards
Brundtland Commission,OurCommonFuture,Our Common Future,The Brundtland Commission officially dissolved in December 1987 after releasing Our Common Future also known as the Brundtland Report in October 1987,P50,Backwards
Sustainable Development Goal 4,SustainableDevelopmentGoals,Sustainable Development Goals,Sustainable Development Goal 4 SDG 4 or Global Goal 4 is about quality education and is among the 17 Sustainable Development Goals established by the United Nations in September 2015,P361,Forwards
Climate engineering,Carbondioxideremoval,carbon dioxide removal,The most prominent subcategories of climate engineering are solar radiation management and carbon dioxide removal,P279,Backwards
