Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Sillyon,Turkey,Turkey,Sillyon Greek Σίλλυον also Sylleion Σύλλειον in Byzantine times Syllaeum or Syllaion Συλλαῖον was an important fortress and city near Attaleia in Pamphylia on the southern coast of modern Turkey,P17,Forwards
Pope Urban VII,Catholic Church,Catholic Church,Pope Urban VII Latin Urbanus VII 4 August 1521 – 27 September 1590 born Giovanni Battista Castagna was head of the Catholic Church and ruler of the Papal States from 15 to 27 September 1590,P140,Forwards
Curiatia gens,Ancient Rome,Rome,The gens Curiatia was a distinguished family at Rome with both patrician and plebeian branches,P17,Forwards
Geography of Algeria,Algeria,Algeria,Algeria comprises 2381741 square kilometers of land more than fourfifths of which is desert in northern Africa between Morocco and Tunisia,P2633,Backwards
Coats of arms of the Holy See and Vatican City,Vatican City,Vatican City,However such form of the coat of arms has not been used by the Holy See for decades in all official events and in the diplomatic missions of the Holy See abroad it is always the regular Vatican City flag with the gold key pointing upwards to the right and the silver key pointing upwards to the left that is flown and the Vatican now only uses the Holy Sees coat of arms in monochrome which renders it in practice one and the same as the coat of arms of Vatican City,P17,Forwards
Pont del Diable,Spain,Spain,The Pont del Diable Spanish Puente del Diablo English Devils bridge also known as Sant Bartomeu Bridge is a medieval bridge crossing the river Llobregat and straddling the municipalities of Martorell and Castellbisbal in Catalonia Spain,P17,Forwards
Italy,European Union,European Union,call Campione dItalia it is necessary to use the Swiss code 41The eu domain is also used as it is shared with other European Union member states,P112,Backwards
Catherine de Medici,Italian language,Italian,Catherine de Medici Italian Caterina de Medici pronounced160kateˈriːna de ˈmɛːditʃi French Catherine de Médicis pronounced160katʁin də medisis 13 April 1519160– 5 January 1589 was an Italian noblewoman,P103,Forwards
Augustine of Hippo,Catholic Church,Catholic Church,Augustine is recognized as a saint in the Catholic Church the Eastern Orthodox Church and the Anglican Communion,P140,Forwards
Domenico Selvo,Republic of Venice,Republic of Venice, During his reign as Doge his domestic policies the alliances that he forged and the battles that the Venetian military won and lost laid the foundations for much of the subsequent foreign and domestic policy of the Republic of Venice,P27,Forwards
Annibale II Bentivoglio,Bologna,Bologna,Annibale II Bentivoglio 1467 – June 1540 was an Italian condottiero who was shortly lord of Bologna in 1511–1512,P19,Forwards
Jan Kazimierz Denhoff,1691 papal conclave,election of Innocent XII,He participated in the conclave of 1689 in which Alexander VIII was elected pope and in that of 1691 election of Innocent XII,P1344,Forwards
Tetrarchy,Galerius,Galerius,Galerius and Constantius were appointed caesares in March 293,P53,Backwards
Economic collapse,Economics,economic,Economic collapse is any of a broad range of bad economic conditions ranging from a severe prolonged depression with high bankruptcy rates and high unemployment such as the Great Depression of the 1930s to a breakdown in normal commerce caused by hyperinflation such as in Weimar Germany in the 1920s or even an economically caused sharp rise in the death rate and perhaps even a decline in population such as in countries of the former USSR in the 1990s,P279,Forwards
Westerwald,North RhineWestphalia,North RhineWestphalia,The Westerwald German pronunciation32ˈvɛstɐvalt literally Western forest is a low mountain range on the right bank of the river Rhine in the German federal states of RhinelandPalatinate Hesse and North RhineWestphalia,P131,Forwards
Spurius Mummius,Ancient Rome,Roman,Spurius Mummius was a Roman soldier and writer,P19,Forwards
Italy,Italian language,Italian,    Anthem160Il Canto degli Italiani160160ItalianThe Song of the ItaliansShow globeShow map of EuropeLocation of160Italy160dark green–160in Europe160light green amp160dark grey–160in the European Union160light green160 –160 91Legend93Capitaland largest cityRome41°54′N 12°29′Exfeff  xfeff41900°N 12483°Exfeff  41900 12483Official160languagesItalianaNative languagesSee full listEthnic160groups  2017915 Italians85 OthersReligion  2017833 Christianity124 No religion37 Islam06 OthersDemonymsItalianGovernmentUnitary parliamentaryconstitutional republic•160President Sergio Mattarella•160Prime Minister Mario Draghi•160President of the Senate Elisabetta Casellati•160President of theChamber of Deputies Roberto Fico,P37,Forwards
Domenico Selvo,Venice,Venetian, During his reign as Doge his domestic policies the alliances that he forged and the battles that the Venetian military won and lost laid the foundations for much of the subsequent foreign and domestic policy of the Republic of Venice,P19,Forwards
Latin,Holy See,Holy See,Ecclesiastical Latin remains the official language of the Holy See and the Roman Rite of the Catholic Church,P37,Backwards
Ludovico Morbioli,Bologna,Bologna,Ludovico Morbioli 1433  9 November 1485 was an Italian Roman Catholic from Bologna who led a dissolute life before adopting a life of repentance,P19,Forwards
Lebanon,Beirut,Beirut,Its financial power and stability through the 1950s and 1960s earned Lebanon the name of Switzerland of the East while its capital Beirut attracted so many tourists that it was known as the Paris of the Middle East,P1376,Backwards
Dark Ages historiography,Saeculum obscurum,saeculum obscurum,The phrase Dark Age itself derives from the Latin saeculum obscurum originally applied by Caesar Baronius in 1602 when he referred to a tumultuous period in the 10th and 11th centuries,P361,Backwards
First Punic War,Second Punic War,Second Punic War,The unresolved strategic competition between Rome and Carthage led to the eruption of the Second Punic War in 218 BC,P156,Forwards
Western Roman Empire,Byzantine Empire,Eastern Roman Empire,The terms Western Roman Empire and Eastern Roman Empire were coined in modern times to describe political entities that were de facto independent contemporary Romans did not consider the Empire to have been split into two separate empires but viewed it as a single polity governed by two separate imperial courts as an administrative expediency,P47,Forwards
Spurius Carvilius tribune,Ancient Rome,Rome,Spurius Carvilius was tribune of the people at Rome in 212 BC,P27,Forwards
Iran,Turkey,Turkey,It is bordered to the northwest by Armenia and Azerbaijan91b93 to the north by the Caspian Sea to the northeast by Turkmenistan to the east by Afghanistan to the southeast by Pakistan to the south by the Persian Gulf and the Gulf of Oman and to the west by Turkey and Iraq,P530,Forwards
Santa Maria degli Angeli e dei Martiri,Rome,Rome,Mary of the Angels and the Martyrs Latin Beatissimae Virginis et omnium Angelorum et Martyrum Italian Santa Maria degli Angeli e dei Martiri is a basilica and titular church in Rome Italy built inside the ruined frigidarium of the Roman Baths of Diocletian in the Piazza della Repubblica,P131,Forwards
Domenico Selvo,Venice,Venetian, During his reign as Doge his domestic policies the alliances that he forged and the battles that the Venetian military won and lost laid the foundations for much of the subsequent foreign and domestic policy of the Republic of Venice,P20,Forwards
Danube,Ukraine,Ukraine,Originating in Germany the Danube flows southeast for 2850160km 1770160mi passing through or bordering Austria Slovakia Hungary Croatia Serbia Romania Bulgaria Moldova and Ukraine before draining into the Black Sea,P17,Forwards
Lucius Quinctius Cincinnatus,Roman Republic,Roman Republic,Lucius Quinctius or Quintius Cincinnatus Latin160ˈluːkɪʊs ˈkᶣiːŋktɪʊs kɪŋkɪnˈnaːtʊs  ˈkᶣiːntɪʊs  c8201519 – c8201430160BC was a Roman patrician statesman and military leader of the early Roman Republic who became a legendary figure of Roman virtue— particularly civic virtue —by the time of the late Republic,P2348,Forwards
Francesco Maria de Medici Duke of Rovere and Montefeltro,House of Medici,House of Medici,Francesco Maria de Medici 12 November 1660 8211 3 February 1711 was a member of the House of Medici,P53,Forwards
Circus Maximus,Italy,Italy,The Circus Maximus Latin for largest circus Italian Circo Massimo is an ancient Roman chariotracing stadium and mass entertainment venue in Rome Italy,P17,Forwards
Tiberius Sempronius Gracchus consul 177 BC,Tiberius Gracchus,Tiberius,Tiberius is also noteworthy as the father of the two famous Gracchi popularis reformers Tiberius and Gaius,P22,Backwards
Ptolemy of Mauretania,Cleopatra Selene II,Cleopatra Selene II,He was a member of the Berber Massyles tribe of Numidia via his mother Cleopatra Selene II he was also a member of Egypts Ptolemaic dynasty,P40,Backwards
Giardini Botanici di Stigliano,Italy,Italy,The Giardini Botanici di Stigliano are botanical gardens located in Canale Monterano province of Rome Latium central Italy,P17,Forwards
Saint Prisca,Christianity,Christian,Saint Prisca was a young Roman woman allegedly tortured and executed for her Christian faith,P140,Forwards
Qalaat Tannour,Baalbek,Baalbek,Qalaat Tannour also known as Qalaat et Tannoûr is a Shepherd Neolithic archaeological site located halfway between Britel and Haour Taala 12 kilometres 75160mi southwest of Baalbek in the Baalbek District of the Beqaa Governorate in Lebanon,P131,Forwards
Adoption of the Gregorian calendar,Gregorian calendar,Gregorian calendar,The Gregorian calendar was decreed in 1582 by the papal bull Inter gravissimas by Pope Gregory XIII to correct the erroneous assumption in the Julian calendar that a year lasts 36525 days when in reality it is about 3652422 days,P1269,Forwards
Mahdia campaign of 1087,Mahdia,Mahdia,The Mahdia campaign of 1087 was an attack on the North African town of Mahdia by armed ships from the northern Italian maritime republics of Genoa and Pisa,P276,Forwards
Toothpaste,Dentifrice,dentifrice,Toothpaste is a paste or gel dentifrice used with a toothbrush to clean and maintain the aesthetics and health of teeth,P279,Forwards
Art of Europe,Europe,Europe,The art of Europe or Western art encompasses the history of visual art in Europe,P276,Forwards
Ervillers,France,France,Ervillers is a commune in the PasdeCalais department in the HautsdeFrance region of France,P17,Forwards
IJssel,IJsselmeer,IJsselmeer,The name contains the digraph ij used throughout modern Dutch orthography which is why both letters appear capitalized as in IJmuiden and IJsselmeer,P138,Backwards
Frederick III Holy Roman Emperor,House of Habsburg,House of Habsburg,He was the first emperor of the House of Habsburg and the fourth member of the House of Habsburg to be elected King of Germany after Rudolf I of Germany Albert I in the 13th century and his predecessor Albert II of Germany,P53,Forwards
Anthony Kohlmann,Catholic Church,Catholic,Anthony Kohlmann SJ born Antoine Kohlmann July 13 1771160– April 11 1836 was an Alsatian Catholic priest missionary and Jesuit educator,P140,Forwards
Didymoteicho,Greece,Greece,Didymoteicho Greek Διδυμότειχο ðiðiˈmotixo Didymóteicho is a town located on the eastern edge of the Evros regional unit of East Macedonia and Thrace in northeastern Greece,P17,Forwards
Hasdrubal Barca,Hannibal,Hannibal,He was the brother of Hannibal and Mago Barca,P3373,Forwards
Walluf,Germany,Germany,Walluf is a community in the RheingauTaunusKreis in the Regierungsbezirk of Darmstadt in Hesse Germany,P17,Forwards
1797 in France,1798 in France,1798,1798,P156,Forwards
Ronciglione,Province of Viterbo,province of Viterbo,Ronciglione locally Ronció is a city and comune in the province of Viterbo Lazio central Italy about 20 kilometres 12160mi from Viterbo,P131,Forwards
Pope Julius II,Vatican Museums,Vatican Museums,In 1506 Julius II established the Vatican Museums and initiated the rebuilding of the a hrefwikiStPeter27sBasilica titleSt,P112,Backwards
Clara rhinoceros,Indian rhinoceros,Indian rhinoceros,Clara the rhinoceros 1738 – 14 April 1758 was a female Indian rhinoceros who became famous during 17 years of touring Europe in the mid18th century,P31,Forwards
Hunting in Romania,Hunting,hunting,Romania has a long history of hunting and remains a remarkable hunting destination drawing many hunters because of its large numbers of brown bears wolves wild boars red deer and chamois,P641,Forwards
Aurelian,Roman emperor,Roman emperor,Aurelian Latin Lucius Domitius Aurelianus 9 September 214160821132c8201October 275 was Roman emperor from 270 to 275,P39,Forwards
Scorzè,Italy,Republic,In the Middle Ages it was a feud of the bishops of Treviso who had as vassals in the territory several families in particular the Tempesta and the Scorzadis then part of the Serenissima since 1866 after the treaty of Vienna becomes a comune in the Kingdom of Italy then Republic,P17,Forwards
Gnaeus Servilius Caepio consul 169 BC,Ancient Rome,Roman,Gnaeus Servilius Caepio was a Roman statesman,P27,Forwards
Danube,Romania,Romania,Originating in Germany the Danube flows southeast for 2850160km 1770160mi passing through or bordering Austria Slovakia Hungary Croatia Serbia Romania Bulgaria Moldova and Ukraine before draining into the Black Sea,P17,Forwards
Frosinone,Province of Frosinone,province of Frosinone,Frosinone Italian pronunciation160froziˈnoːne32listen local dialect Frusenone is a town and comune in Lazio central Italy the administrative seat of the province of Frosinone,P1376,Forwards
Bronze Head of Hypnos from Civitella dArna,British Museum,British Museum, Widely copied since its discovery in the early nineteenth century it has been part of the British Museums collection since 1868,P195,Forwards
Smyrniote crusades,Crusades,Crusades,The Smyrniote crusades 1343–1351 were two Crusades sent by Pope Clement VI against the Emirate of Aydin under Umur Beg which had as their principal target the coastal city of Smyrna in Asia Minor,P361,Forwards
Budapest,AustriaHungary,AustroHungarian Empire,Budapest also became the cocapital of the AustroHungarian Empire a great power that dissolved in 1918 following World War I,P36,Backwards
Westphalia,Germany,Germany,Westphalia wɛstˈfeɪliə German Westfalen vɛstˈfaːlən Low German Westfalen vεstˈfɔːln̩ is a region of northwestern Germany and one of the three historic parts of the state of North RhineWestphalia,P17,Forwards
Gaius Manilius,Tribune of the plebs,tribune of the plebs,Gaius Manilius was a Roman tribune of the plebs in 66 BC,P39,Forwards
Agrippina the Younger,Roman Empire,Roman Empire,One of the most prominent women in the JulioClaudian dynasty her father was the Roman general Germanicus onetime heir apparent to the Roman Empire under Tiberius her mother was Agrippina the Elder granddaughter of the first Roman emperor Augustus she was the younger sister of emperor Caligula niece and fourth wife of emperor Claudius who succeeded Caligula and the mother of emperor Nero who succeeded Claudius,P2348,Forwards
Roman Thermae Varna,Ancient Rome,Ancient Roman,The Roman Thermae Bulgarian Римски терми Rimski termi are a complex of Ancient Roman baths thermae in the Black Sea port city of Varna in northeastern Bulgaria,P2596,Forwards
Turckheim,France,France,Turckheim French pronunciation1608203tyʁkaim Alsatian Tercka German Türkheim is a commune in the HautRhin department in Grand Est in northeastern France,P17,Forwards
Pepin the Short,Charles Martel,Charles Martel,The younger son of the Frankish prince Charles Martel and his wife Rotrude Pepins upbringing was distinguished by the ecclesiastical education he had received from the monks of St,P22,Forwards
John Loudon McAdam,Scotland,Scottish,John Loudon McAdam 23 September 1756160– 26 November 1836 was a Scottish civil engineer and roadbuilder,P119,Forwards
Germany,Netherlands,Netherlands,It borders Denmark to the north Poland and the Czech Republic to the east Austria and Switzerland to the south and France Luxembourg Belgium and the Netherlands to the west,P530,Backwards
1669–1670 papal conclave,Pope Clement X,Pope Clement X,The 1669–1670 papal conclave 20 December – 29 April  was convened on the death of Pope Clement IX and ended with the election of Emilio Altieri as Pope Clement X,P710,Forwards
Marcus Aemilius Scaurus praetor 56 BC,Quaestor,quaestor,During the Third Mithridatic War Pompey specifically asked for Scaurus to become his military tribune and charged Scaurus at the time a quaestor with the responsibility for the Judea region which was involved in a bloody civil war between the brothers Hyrcanus and Aristobulus,P39,Forwards
English Channel,North Sea,North Sea,The English Channel91a93 also called simply the Channel is an arm of the Atlantic Ocean that separates Southern England from northern France and links to the southern part of the North Sea by the Strait of Dover at its northeastern end,P706,Forwards
Hertfordshire,Buckinghamshire,Buckinghamshire,It is bordered by Bedfordshire and Cambridgeshire to the north Essex to the east Greater London to the south and Buckinghamshire to the west,P47,Forwards
Pope Pius XII,Cardinal Secretary of State,Cardinal Secretary of State,Before his election to the papacy he served as secretary of the Department of Extraordinary Ecclesiastical Affairs papal nuncio to Germany and Cardinal Secretary of State in which capacity he worked to conclude treaties with European and Latin American nations such as the Reichskonkordat with Nazi Germany,P39,Forwards
Tacitus,Histories Tacitus,,The surviving portions of his two major works—the Annals Latin Annales and the Histories Latin Historiae—examine the reigns of the emperors Tiberius Claudius Nero and those who reigned in the Year of the Four Emperors 69 AD,P800,Forwards
Turkey,Georgia country,Georgia,It shares borders with Greece and Bulgaria to the northwest the Black Sea to the north Georgia to the northeast Armenia Azerbaijan and Iran to the east Iraq to the southeast Syria and the Mediterranean Sea to the south and the Aegean Sea to the west,P530,Backwards
The Accusers,Lindsey Davis,Lindsey Davis,The Accusers is a 2003 historical mystery crime novel by Lindsey Davis and the 15th book of the Marcus Didius Falco Mysteries series,P50,Forwards
Proculus Verginius Tricostus Rutilus,Ancient Rome,Roman,Proculus Verginius Tricostus Rutilus was a Roman statesman who served as Consul,P19,Forwards
Venus Genetrix sculpture,Venus mythology,Venus,The Venus Genetrix also spelled genitrix is a sculptural type which shows the Roman goddess Venus in her aspect of Genetrix foundress of the family as she was honoured by the JulioClaudian dynasty of Rome which claimed her as their ancestor,P279,Forwards
Hungary,Budapest,Budapest,Budapest is the countrys capital and largest city other major urban areas include Debrecen Szeged Miskolc Pécs and Győr,P17,Backwards
Bernadetto de Medici,Florence,Florence,Bernadetto de Medici died after 1576 was an Italian patrician who moved from Florence to Naples and established the Ottaiano branch of Medici  one of two Medici branches still extant,P19,Forwards
Güglingen,Germany,Germany,Güglingen160help·info is a town in the district of Heilbronn in BadenWürttemberg in southern Germany,P17,Forwards
Aequum Tuticum,Ariano Irpino,Ariano Irpino,The site lies beside Saint Eleuterio hamlet overlooking Miscano Valley16091it93 at an elevation of 575 m about 15160km north of the modern Ariano Irpino within Irpinia historical district,P131,Forwards
Alexander the Great,Babylon,Babylon,He eventually turned back at the Beas River due to the demand of his homesick troops dying in Babylon in 323 BC the city he planned to establish as his capital,P20,Forwards
France,Germany,Germany,France borders Belgium Luxembourg and Germany to the northeast Switzerland Monaco and Italy to the east Andorra and Spain to the south as well as the Netherlands Suriname and Brazil in the Americas,P47,Backwards
Agilulf,Milan,Milan,Although he assumed the royal dignity at the beginning of November 590 he was raised on the shield—the ceremonial investment of his title—by Lombard warriors in Milan in May 591,P20,Forwards
Europe,Napoleonic Wars,Napoleonic Wars,The Age of Enlightenment the subsequent French Revolution and the Napoleonic Wars shaped the continent culturally politically and economically from the end of the 17th century until the first half of the 19th century,P276,Backwards
Capheaton Treasure,British Museum,British Museum,Since 1824 it has been part of the British Museums collection,P276,Forwards
Atto of Pistoia,Pistoia,Pistoia,In 1145 he transferred to Pistoia certain relics of the Apostle James the Great,P20,Forwards
Kayseri Province,Turkey,Turkey,The Kayseri Province Turkish Kayseri ili is situated in central Turkey,P17,Forwards
Pope Clement XII,Catholic Church,Catholic Church,Pope Clement XII Latin Clemens XII 7 April 16521608211326 February 1740 born Lorenzo Corsini was head of the Catholic Church and ruler of the Papal States from 12 July 1730 to his death in 1740,P140,Forwards
Perscheid,Germany,Germany,Perscheid is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the RheinHunsrückKreis district in RhinelandPalatinate Germany,P17,Forwards
Trajan,Five Good Emperors,Five Good Emperors,He is also known for his philanthropic rule overseeing extensive public building programs and implementing social welfare policies which earned him his enduring reputation as the second of the Five Good Emperors who presided over an era of peace within the Empire and prosperity in the Mediterranean world,P527,Backwards
Alfonso II of Naples,Kingdom of Naples,Kingdom of Naples,Heir to his father Ferdinand Is Kingdom of Naples Alfonso held the dukedom of Calabria for most of his life,P27,Forwards
Marcus Aurelius,Reign of Marcus Aurelius,Reign 161–180 AD,Reign 161–180 AD,P1269,Backwards
Ponte SantAngelo,Hadrian,Hadrian,Ponte SantAngelo originally the Aelian Bridge or Pons Aelius is a Roman bridge in Rome Italy completed in 134160AD by Roman Emperor Hadrian Publius Aelius Hadrianus to span the Tiber from the city centre to his newly constructed mausoleum now the towering Castel SantAngelo,P170,Forwards
Seneca the Elder,Lucius Junius Gallio Annaeanus,Lucius Junius Gallio Annaeanus,He was the father of Lucius Junius Gallio Annaeanus best known as a Proconsul of Achaia his second son was the dramatist and Stoic philosopher Seneca the Younger Lucius who was tutor of Nero and his third son Marcus Annaeus Mela became the father of the poet Lucan,P40,Forwards
Domenico Selvo,Venice,Venetian, During his reign as Doge his domestic policies the alliances that he forged and the battles that the Venetian military won and lost laid the foundations for much of the subsequent foreign and domestic policy of the Republic of Venice,P937,Forwards
Pope Clement III,Catholic Church,Catholic Church,Pope Clement III Latin Clemens III 1130160– 20 March 1191 born Paulino or Paolo Scolari was the head of the Catholic Church and ruler of the Papal States from 19 December 1187 to his death,P140,Forwards
Roman Empire,Roman emperor,emperors,As a polity it included large territorial holdings around the Mediterranean Sea in Europe Northern Africa and Western Asia ruled by emperors,P1906,Forwards
James Salomoni,Priest,priest,Giacomo Salomoni 1231 – 31 May 1314 was an Italian Roman Catholic priest and a professed member from the Order of Preachers,P106,Forwards
Saepinum,Italy,Italy,15 kilometres 93160mi south of the modern Campobasso in south central Italy,P17,Forwards
Outline of the history of Western civilization,History of Western civilization,history of Western civilization,The following outline is provided as an overview of and topical guide to the history of Western civilization a record of the development of human civilization beginning in Ancient Greece and Ancient Rome and generally spreading westwards,P5125,Backwards
Portuguese people,Portugal,Portugal,The Portuguese people are a Romance nation and ethnic group indigenous to Portugal who share a common Portuguese culture ancestry and language,P17,Forwards
Aemilius Macer,Verona,Verona,Aemilius Macer of Verona was a Roman didactic poet,P19,Forwards
Bohemian Forest,Austria,Austria,They create a natural border between the Czech Republic on one side and Germany and Austria on the other,P17,Forwards
North Sea,English Channel,English Channel,An epeiric or shelf sea on the European continental shelf it connects to the ocean through the English Channel in the south and the Norwegian Sea in the north,P47,Forwards
Mediterranean Sea,Greece,Greece,The countries surrounding the Mediterranean in clockwise order are Spain France Monaco Italy Slovenia Croatia Bosnia and Herzegovina Montenegro Albania Greece Turkey Syria Lebanon Israel Egypt Libya Tunisia Algeria and Morocco Malta and Cyprus are island countries in the sea,P206,Backwards
Vesta mythology,Neptune mythology,Neptune,She was the daughter of Saturn and Ops and sister of Jupiter Neptune Pluto Juno and Ceres,P3373,Forwards
Constantine Algeria,Constantine the Great,Constantine the Great,During Roman times it was called Cirta and was renamed Constantina in honor of emperor Constantine the Great,P138,Forwards
Sigillo,Costacciaro,Costacciaro,Sigillo borders the following municipalities Costacciaro Fabriano Fossato di Vico Gubbio,P47,Backwards
Angela Merici,Brescia,Brescia,Ursula in 1535 in Brescia in which women dedicated their lives to the service of the Church through the education of girls,P20,Forwards
Mediolanum,Milan,Milan,Mediolanum the ancient city where Milan now stands was originally an Insubrian city but afterwards became an important Roman city in northern Italy,P131,Forwards
Aquara,Province of Salerno,province of Salerno,Aquara is a town and comune in the province of Salerno in the Campania region of southwestern Italy,P131,Forwards
Germany,Austria,Austria,It borders Denmark to the north Poland and the Czech Republic to the east Austria and Switzerland to the south and France Luxembourg Belgium and the Netherlands to the west,P530,Forwards
Syria,Iraq,Iraq,Syria Arabic سُورِيَا8206 romanized160Sūriyā officially the Syrian Arab Republic Arabic ٱلْجُمْهُورِيَّةُ ٱلْعَرَبِيَّةُ ٱلسُّورِيَّةُ8206 romanized160alJumhūrīyah alʻArabīyah asSūrīyah is a country in Western Asia bordering Lebanon to the southwest the Mediterranean Sea to the west Turkey to the north Iraq to the east Jordan to the south and Israel to the southwest,P530,Backwards
Calama Numidia,Algeria,Algeria,Calama was a colonia in the Roman province of Numidia situated where Guelma in Algeria now stands,P17,Forwards
Pope Pius VII,Papal States,Papal States,In 1809 however during the Napoleonic Wars Napoleon once again invaded the Papal States resulting in his excommunication through the papal bull Quum memoranda,P937,Forwards
Province of Macerata,Tolentino,Tolentino,Tolentino was founded by the Romans as Tolentinum while Recanati is widely known as the birthplace of poet Giacomo Leopardi,P131,Backwards
Peter Igneus,Cardinal Catholic Church,cardinal,He also served as a cardinal and was named as the CardinalBishop of Albano,P39,Forwards
Adriatic Sea,Po Valley,Po Valley,The Adriatic is the northernmost arm of the Mediterranean Sea extending from the Strait of Otranto where it connects to the Ionian Sea to the northwest and the Po Valley,P206,Backwards
Lucius Tarius Rufus,Roman consul,suffect consul,Lucius Tarius Rufus died 1st century AD was a Roman senator and military officer who was elected suffect consul in 16 BC to replace Publius Cornelius Scipio,P39,Forwards
Egypt,Alexandria,Alexandria,About half of Egypts residents live in urban areas with most spread across the densely populated centres of greater Cairo Alexandria and other major cities in the Nile Delta,P17,Backwards
Valencian Community,Aragon,Aragon,It borders with Catalonia to the north Aragon and Castilla–La Mancha to the west and Murcia to the south,P47,Forwards
Frederick III of Sicily,Alfonso III of Aragon,Alfonso ΙΙΙ,He was the third son of Peter III of Aragon and served in the War of the Sicilian Vespers on behalf of his father and brothers Alfonso ΙΙΙ and James ΙΙ,P3373,Backwards
Moosburg Austria,Austria,Austrian,Moosburg Slovene Možberk is a market town in the KlagenfurtLand district in the Austrian state of Carinthia,P17,Forwards
Temple of Jupiter Pompeii,Temple,temple,The Temple of Jupiter Capitolium or Temple of the Capitoline Triad was a temple in Roman Pompeii at the north end of its forum,P31,Forwards
Valencian Community,Spain,Spain,The Valencian Community91a9391b93 Valencian Comunitat Valenciana Spanish Comunidad Valenciana is an autonomous community of Spain,P361,Forwards
Ara trium Galliarum,Lyon,Lyon,The Ara trium Galliarum or ‘Altar of the three Gallic provinces’ was a Roman sanctuary near Lugdunum today Lyon in France,P131,Forwards
Hartmann of Brixen,Catholic Church,Catholic Church,Blessed Hartmann of Brixen 1090  23 December 1164 was a German prelate of the Catholic Church who served as the Bishop of Brixen from his appointment in 1140 until his death,P140,Forwards
San Giorgio a Cremano,Italy,Italy,San Giorgio a Cremano is a primarily residential town and comune in the Metropolitan City of Naples in Italy,P17,Forwards
Roman citizenship,Ancient Rome,ancient Rome,Citizenship in ancient Rome Latin civitas was a privileged political and legal status afforded to free individuals with respect to laws property and governance,P17,Forwards
Lucius Quinctius Cincinnatus consular tribune,Lucius Quinctius Cincinnatus,Lucius Quinctius Cincinnatus,Quinctius belonged to the powerful Quinctia gens and was the son of one of the early republics most famous figures the twice appointed dictator Lucius Quinctius Cincinnatus,P22,Forwards
Antioch,Seleucid Empire,Seleucid Empire,The city was the capital of the Seleucid Empire until 63 BC when the Romans took control making it the seat of the governor of the province of Syria,P1376,Forwards
Oisemont,France,France,Oisemont is a commune in the Somme department in HautsdeFrance in northern France,P17,Forwards
Manius Valerius Maximus,Marcus Valerius Volusus,Marcus Valerius Volusus, His brothers were Publius Valerius Publicola and Marcus Valerius Volusus,P3373,Forwards
Jacopo Bartolomeo Beccari,Bologna,Bologna,Jacopo Bartolomeo Beccari 25 July 1682 – 18 January 1766 was an Italian chemist one of the leading scientists in Bologna in the first half of the eighteenth century,P20,Forwards
Great Siege of Malta,Malta,Malta,The Great Siege of Malta Maltese LAssedju lKbir occurred in 1565 when the Ottoman Empire attempted to conquer the island of Malta then held by the Knights Hospitaller,P17,Forwards
Pompeii,Campania,Campania,Pompeii pɒmˈpeɪi Latin160pɔmˈpɛi̯ːiː was an ancient city located in what is now the comune of Pompei near Naples in the Campania region of Italy,P276,Forwards
Moldova,Ukraine,Ukraine,It is bordered by Romania to the west and Ukraine to the north east and south,P47,Backwards
Judea Roman province,Syria Palaestina,Syria Palaestina,After the Bar Kokhba revolt 132–135 the Roman Emperor Hadrian changed the name of the province to Syria Palaestina and the name of the city of Jerusalem to Aelia Capitolina which certain scholars conclude was an attempt to disconnect the Jewish people from their homeland,P1365,Backwards
Spurius Mummius,Ancient Rome,Roman,Spurius Mummius was a Roman soldier and writer,P27,Forwards
Victor Emmanuel II of Italy,Turin,Turin,Born in Turin as the eldest son of Charles Albert Prince of Carignano and Maria Theresa of Austria he fought in the First Italian War of Independence 1848–49 before being made King of PiedmontSardinia following his fathers abdication,P19,Forwards
Sylvester Gozzolini,Catholic Church,Catholic,Silvestro Guzzolini  1177 – 26 November 1267 was an Italian Catholic priest and the founder of the Silvestrini,P140,Forwards
St Peters Basilica,Gian Lorenzo Bernini,Gian Lorenzo Bernini,Designed principally by Donato Bramante Michelangelo Carlo Maderno and Gian Lorenzo Bernini St,P84,Forwards
Gallia Belgica,Roman province,province,Gallia Belgica Belgic Gaul was a province of the Roman Empire located in the northeastern part of Roman Gaul in what is today primarily northern France Belgium and Luxembourg along with parts of the Netherlands and Germany,P31,Forwards
Kingdom of Italy Holy Roman Empire,Italian language,Italian,The Kingdom of Italy Latin Regnum Italiae or Regnum Italicum Italian Regno dItalia German Königreich Italien also called Imperial Italy German Reichsitalien was one of the constituent kingdoms of the Holy Roman Empire along with the kingdoms of Germany Bohemia and Burgundy,P2936,Forwards
Lieg,Germany,Germany,Lieg is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the CochemZell district in RhinelandPalatinate Germany,P17,Forwards
Suebi,Ricimer,Ricimer,During the last years of the decline of the Western Roman Empire the Suebian general Ricimer was its de facto ruler,P27,Backwards
Venus of Urbino,Venus mythology,Venus,It depicts a nude young woman traditionally identified with the goddess Venus reclining on a couch or bed in the sumptuous surroundings of a Renaissance palace,P180,Forwards
Felicissimus,Ancient Rome,Ancient Rome,Felicissimus died 271 was a public officer in Ancient Rome during the reign of Emperor Aurelian,P27,Forwards
