Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Trajans Column,Italy,Italy,Trajans Column Italian Colonna Traiana Latin Columna Traiani is a Roman triumphal column in Rome Italy that commemorates Roman emperor Trajans victory in the Dacian Wars,P17,Forwards
Wales,Celtic nations,Celtic nations,Welsh national identity emerged among the Britons after the Roman withdrawal from Britain in the 5th century and Wales is regarded as one of the modern Celtic nations,P361,Forwards
Bagnoregio,Italy,Italian,Bagnoregio is a comune municipality in the Province of Viterbo in the Italian region of Lazio located about 90 kilometres 56160mi northwest of Rome and about 28 kilometres 17160mi north of Viterbo,P17,Forwards
Italy,Sardinia,Sardinia,German is coofficial in South Tyrol and Friuli Venezia Giulia French is coofficial in the Aosta Valley Slovene is coofficial in the province of Trieste the province of Gorizia and Friuli Venezia Giulia Ladin is coofficial in South Tyrol in Trentino and in other northern areas Friulian is coofficial in Friuli Venezia Giulia Sardinian is coofficial in Sardinia,P131,Backwards
Italian citystates,Italy,Italy,  Florence was one of the most important citystates in Italy,P17,Forwards
Pope Benedict XIII,Rome,Rome,Orsinis lack of political expertise led him to increasingly rely on an unscrupulous secretary Cardinal Niccolò Coscia whose financial abuses ruined the papal treasury causing great damage to the Church in Rome,P20,Forwards
Dontreix,France,France,Dontreix French pronunciation1608203dɔ̃tʁe is a commune in the Creuse department in the NouvelleAquitaine region in central France,P17,Forwards
Isola Sacra,Italy,Italy,Isola Sacra the Holy Isle is situated in the Lazio region of Italy south of Rome near the Tyrrhenian Sea,P17,Forwards
Costacciaro,Gubbio,Gubbio,Costacciaro borders the following municipalities Fabriano Gubbio Sassoferrato Scheggia e Pascelupo Sigillo,P47,Backwards
Vendersheim,Germany,Germany,Vendersheim is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the AlzeyWorms district in RhinelandPalatinate Germany,P17,Forwards
Vall de Núria,Spain,Spain,La Vall de Núria Catalan pronunciation160lə ˈβaʎ də ˈnuɾiə The Valley of Núria is a southopening valley coming down from the crest of the Pyrenees within the municipality of Queralbs province of Girona community of Catalonia Spain,P17,Forwards
Laudert,Germany,Germany,Laudert is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the RheinHunsrückKreis district in RhinelandPalatinate Germany,P17,Forwards
Sant Boi de Llobregat,Spain,Spain,Sant Boi de Llobregat IPA160ˈsam ˈbɔj ðə ʎuβɾəˈɣat is a town in the Province of Barcelona in Catalonia Spain located on the banks of the Llobregat river,P17,Forwards
Teyssode,France,France,Teyssode Languedocien Teissòde is a commune in the Tarn department in southern France,P17,Forwards
Lucius Caecilius Iucundus,Ancient Rome,Roman,14 AD fl 79 AD was a banker who lived in the Roman town of Pompeii around 14 AD–79 AD,P27,Forwards
Medard,Germany,Germany,Medard is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Baena,Spain,Spain,Baena is a town and municipality of Spain located in the province of Córdoba Andalusia,P17,Forwards
Vatican Library,Vatican City,Vatican City,The Vatican Apostolic Library Latin Bibliotheca Apostolica Vaticana Italian Biblioteca Apostolica Vaticana more commonly known as the Vatican Library or informally as the Vat is the library of the Holy See located in Vatican City,P131,Forwards
Bombing of Rome in World War II,Rome,Rome,The bombing of Rome in World War II took place on several occasions in 1943 and 1944 primarily by Allied and to a smaller degree by Axis aircraft before the city was invaded by the Allies on June 4 1944,P276,Forwards
Albacete Provincial Museum,Spain,Spain,The Albacete Provincial Museum Museo Provincial de Albacete is a museum of archeology and fine art located in Albacete Spain,P17,Forwards
Catacomb of Priscilla,Rome,Rome,3rd century Catacomb of Priscilla Rome,P131,Forwards
Tullia daughter of Cicero,Ancient Rome,Roman,Tullia 5 August 79 or 78 BC – February 45 BC sometimes referred to affectionately as Tulliola little Tullia was the first child and only daughter of Roman orator and politician Marcus Tullius Cicero by his first marriage to Terentia,P27,Forwards
Marche,Abruzzo,Abruzzo,The region is located in the Central area of the country bordered by EmiliaRomagna and the republic of San Marino to the north Tuscany to the west Umbria to the southwest Abruzzo and Lazio to the south and the Adriatic Sea to the east,P47,Backwards
Gaius Caesar,Roman consul,consul,Gaius Caesar ˈsiːzər 20 BC – 21 February AD 4 was consul in AD 1 and the grandson of Augustus the first emperor of the Roman Empire,P39,Forwards
Jan Kazimierz Denhoff,1689 papal conclave,conclave of 1689,He participated in the conclave of 1689 in which Alexander VIII was elected pope and in that of 1691 election of Innocent XII,P710,Backwards
Mandubracius,Prehistoric Britain,Britain,Mandubracius or Mandubratius was a king of the Trinovantes of southeastern Britain in the 1st century BC,P27,Forwards
Roman–Persian Wars,Sasanian Empire,Sasanian,Battles between the Parthian Empire and the Roman Republic began in 54160BC  wars began under the late Republic and continued through the Roman later Byzantine and Sasanian empires,P710,Forwards
Muro Dam,Portugal,Portugal,The Muro Dam was a Roman dam in Portugal,P17,Forwards
List of palaces in Egypt,Egypt,Egypt,Egypt contains a large number of palaces dating from the time of the Pharaohs through the Romans Fatimids Memluks and the modern Egyptian kingdom,P17,Forwards
Lycian Way,Turkey,Turkey,The Lycian Way Turkish Likya Yolu is a marked longdistance trail in southwestern Turkey around part of the coast of ancient Lycia,P17,Forwards
Babylon,Sasanian Empire,Sassanid,After the fall of the NeoBabylonian Empire the city came under the rule of the Achaemenid Seleucid Parthian Roman and Sassanid empires,P17,Backwards
1623 papal conclave,Pope Urban VIII,Pope Urban VIII,The 1623 papal conclave was convened on the death of Pope Gregory XV and ended with the election of Maffeo Barberini as Pope Urban VIII,P710,Forwards
Montegridolfo,Province of Rimini,Province of Rimini,Montegridolfo Romagnol Munt Gridòlf is a comune municipality in the Province of Rimini in the Italian region EmiliaRomagna located about 130 kilometres 81160mi southeast of Bologna and about 20 kilometres 12160mi southeast of Rimini,P131,Forwards
Tiberius Julius Rhescuporis III,Ancient Rome,Roman ancestry,Rhescuporis III was the son and heir of Bosporan King Rhescuporis II by an unnamed woman and was of Greek Iranian and Roman ancestry,P27,Forwards
Narses,Constantinople,Constantinople,He spent most of his life as an important eunuch in the palace of the emperors in Constantinople,P19,Forwards
Gnaeus Gellius,Ancient Rome,Roman,Gnaeus Gellius fl82012nd half of 2nd century160BC was a Roman historian,P19,Forwards
AustroPrussian War,Third Italian War of Independence,Third Independence War,Prussia had also allied with the Kingdom of Italy linking this conflict to the Third Independence War of Italian unification,P361,Backwards
Antonio Lamberto Rusconi,Cento,Cento,Rusconi was born in Cento within the archdiocese of Bologna of a patrician family,P19,Forwards
Sexuality in ancient Rome,Ancient Rome,ancient Rome,Sexual attitudes and behaviors in ancient Rome are indicated by art literature and inscriptions and to a lesser extent by archaeological remains such as erotic artifacts and architecture,P17,Forwards
Kingdom of Italy,Benito Mussolini,Benito Mussolini,Fascist Italy is the era of National Fascist Party government from 1922 to 1943 with Benito Mussolini as head of government,P27,Backwards
Atapuerca Mountains,Province of Burgos,Province of Burgos,The Atapuerca Mountains Spanish Sierra de Atapuerca is a karstic hill formation near the village of Atapuerca in the Province of Burgos autonomous community of Castile and Leon northern Spain,P131,Forwards
Poggio Mirteto,Italy,Italian,Poggio Mirteto is a comune municipality and former Catholic bishopric in Sabina in the Central Italian region Lazio Latium,P17,Forwards
St Peters Square,Vatican City,Vatican City,Peters Square within Vatican City,P131,Forwards
Severus Alexander,Roman emperor,Roman emperor,Marcus Aurelius Severus Alexander 1 October 208 – 19 March 235 was the last Roman emperor from the Severan dynasty ruling from 222 to 235,P39,Forwards
France,Bordeaux,Bordeaux,Other major urban areas include Lyon Marseille Toulouse Bordeaux Lille and Nice,P17,Backwards
Gallic Wars,Germanic peoples,Germanic,Still Gaul was of significant military importance to the Romans as native tribes in the region both Gallic and Germanic had attacked them several times,P710,Forwards
Lucius Manlius Torquatus praetor 49 BC,Ancient Rome,Roman,Lucius Manlius Torquatus died 46 BC was a Roman politician and military commander,P27,Forwards
1700 papal conclave,Pope Clement XI,Pope Clement XI,It ended in the election of Giovanni Albani as Pope Clement XI,P710,Forwards
Ulpia gens,Ancient Rome,Roman,The gens Ulpia was a Roman family that rose to prominence during the first century AD,P17,Forwards
Méharicourt,France,France,Méharicourt is a commune in the Somme department in HautsdeFrance in northern France,P17,Forwards
Military history of Spain,Spain,Spain,The military history of Spain from the period of the Carthaginian conquests over the Phoenicians to the current Afghan War spans a period of more than 2200 years and includes the history of battles fought in the territory of modern Spain as well as her former and current overseas possessions and territories and the military history of the people of Spain regardless of geography,P17,Forwards
Brenner Pass,Austria,Austria,The Brenner Pass German Brennerpass ˈbʁɛnɐpas shortly Brenner Italian Passo del Brennero ˈpasso del ˈbrɛnnero is a mountain pass through the Alps which forms the border between Italy and Austria,P17,Forwards
Umm elMarra,Syria,Syria,Umm elMarra Arabic أم المرى8206 east of modern Aleppo in the Jabbul Plain of northern Syria was one of the ancient Near Easts oldest cities located on a crossroads of two trade routes northwest of Ebla in a landscape that was much more fertile than it is today,P17,Forwards
Corsica,Corsican language,Corsican,Corsican the native tongue is recognised as a regional language by the Government of France,P131,Backwards
Numitor,Roman mythology,Roman mythology,In Roman mythology King Numitor ˈnjuːmɪtər tɔːr of Alba Longa was the maternal grandfather of Romes founder and first king Romulus and his twin brother Remus,P361,Forwards
Postumus Cominius Auruncus,Roman consul,consul,Postumus Cominius Auruncus was a twotime consul of the early Roman Republic,P39,Forwards
Outline of Italy,Italy,Italy,Italy is a unitary parliamentary republic in SouthCentral Europe located primarily upon the Italian Peninsula,P17,Forwards
Althofen,Austria,Austrian,Althofen Slovene Stari Dvor is a town in the district of Sankt Veit an der Glan in the Austrian state of Carinthia,P17,Forwards
Altenkirchen Kusel,Germany,Germany,Altenkirchen is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Matelica,Italy,Italian,Matelica is a  comune municipality of the Province of Macerata in the Italian region of Marche,P17,Forwards
Lacedonia,Italy,Italy,Lacedonia Irpinian Cerònne is a comune in the province of Avellino Campania region southern Italy overlooking the Osento River which flows into the Lago di San Pietro Lake of Saint Peter an artificial lake,P17,Forwards
Ursus of Solothurn,Ancient Rome,Roman,Ursus of Solothurn was a 3rdcentury Roman Christian venerated as a saint,P27,Forwards
Porta Venezia,Milan,Milan,Porta Venezia formerly known as Porta Orientale Porta Renza and by other names is one of the historical gates of the city of Milan Italy,P131,Forwards
Vatican City,Sistine Chapel,Sistine Chapel,Peters Basilica the Sistine Chapel and the Vatican Museums,P17,Backwards
Palatinate wine region,Germany,Germany,With 23461 hectares 57970 acres under cultivation in 2008 the region is the second largest wine region in Germany after Rheinhessen,P17,Forwards
French Revolutionary Wars,War of the First Coalition,,vteWar of the First Coalition,P361,Backwards
Fabrizio Colonna,Kingdom of Naples,kingdom of Naples,Fabrizio was known as count of Tagliacozzo and grand constable of the kingdom of Naples,P27,Forwards
Gnaeus Octavius consul 87 BC,Rome,Rome,He died during the chaos that accompanied the capture of Rome by Cinna and Gaius Marius,P20,Forwards
Essaouira,Morocco,Moroccan,Essaouira ɛsəˈwɪrə Arabic الصويرة8206 romanized160aṣṢawīra Berber ⵎⵓⴳⴰⴷⵓⵔ Amegdul Portuguese Mogador is a city in the western Moroccan region of MeṛṛakecAsfi on the Atlantic coast,P17,Forwards
Lautertal Hesse,Germany,Germany,Lautertal Odenwald is a community in the Bergstraße district in the Hessian Odenwald in Germany that came into being with the merger of several former communities,P17,Forwards
Moulay Idriss Zerhoun,Morocco,Morocco,Moulay Idriss or Moulay Idriss Zerhoun Arabic مولاي إدريس8206 is a town in northern Morocco spread over two hills at the base of Mount Zerhoun,P17,Forwards
Bullay,Germany,Germany,Bullay is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the CochemZell district in RhinelandPalatinate Germany,P17,Forwards
Marcus Antonius Antyllus,Ancient Rome,Roman,Marcus Antonius Antyllus 47 BC – August 23 30 BC was a son of the Roman Triumvir Marc Antony,P27,Forwards
Quindici,Italy,Italy,Quindici is a town and comune of the province of Avellino in the Campania region of southern Italy,P17,Forwards
Pope Gregory VI,Rome,Rome,Pope Gregory VI Latin Gregorius VI died 1048 born Giovanni Graziano John Gratian in Rome Latin Johannes Gratianus was bishop of Rome and ruler of the Papal States from 1 May 1045 until his abdication at the Council of Sutri on 20 December 1046,P19,Forwards
Battle of Tours,Francia,Frankish realm,The battlefield was located somewhere between the cities of Poitiers and Tours in Aquitaine in western France near the border of the Frankish realm and the thenindependent Duchy of Aquitaine under Odo the Great,P710,Forwards
Philippopolis Thrace,Plovdiv,Plovdiv,Philippopolis Ancient Greek Φιλιππούπολις Φιλιππόπολις or Φιλιπούπολις is one of the names of the ancient city amongst which are Thracian EumolpiaPulpudeva Roman Trimontium situated where Plovdiv is today,P131,Forwards
Marcus Aemilius Lepidus triumvir,Ancient Rome,Roman,89 BC160– late 13 or early 12 BC was a Roman general and statesman who formed the Second Triumvirate alongside Octavian and Mark Antony during the final years of the Roman Republic,P27,Forwards
Cedars of God,Lebanon,Lebanon,The Cedars of God Arabic أرز الربّ8206 Arz alRabb Cedars of God located in the Kadisha Valley of Bsharre Lebanon are one of the last vestiges of the extensive forests of the Lebanon cedar that anciently thrived across Mount Lebanon,P17,Forwards
Beirut,Lebanon,Lebanon,Beirut beɪˈruːt bayROOT Arabic بيروت8206 romanized160Bayrūt is the capital and largest city of Lebanon,P17,Forwards
Diocletian,Split Croatia,Split,His palace eventually became the core of the modernday city of Split in Croatia,P20,Forwards
September 1590 papal conclave,Pope Urban VII,Pope Urban VII,Doctor in utroque iure Bologna elected as Pope Urban VII,P710,Forwards
Ostia Antica,Ostia Rome,Ostia,Ostia Antica is a large archaeological site close to the modern town of Ostia that is the location of the harbour city of ancient Rome 15 miles 25 kilometres southwest of Rome,P276,Forwards
Lucius Furius Medullinus consul 474 BC,Roman consul,consul,Lucius Furius Medullinus Fusus was a Roman politician in the 5th century BC and consul in 474 BC,P39,Forwards
Carfulena gens,Ancient Rome,Rome,The gens Carfulena was a plebeian family at Rome toward the end of the Republic,P17,Forwards
Mackenrodt,Germany,Germany,Mackenrodt is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Birkenfeld district in RhinelandPalatinate Germany,P17,Forwards
Dénia,Province of Alicante,province of Alicante,Dénia Valencian160ˈdenia Spanish Denia ˈdenja is a historical coastal city in the province of Alicante Spain on the Costa Blanca halfway between Alicante and Valencia and the capital and judicial seat of the comarca of Marina Alta,P131,Forwards
Aristide Rinaldini,Italy,Italian,Aristide Rinaldini 5 February 1844 8211 11 February 1920 was an Italian Cardinal of the Catholic Church,P19,Forwards
Aegean Sea,Santorini,Santorini,Of particular interest are the richly coloured sediments in the region of the islands of Santorini and Milos in the south Aegean,P276,Backwards
Ophiussa,Portugal,Portuguese,Ophiussa also spelled Ophiusa is the ancient name given by the ancient Greeks to what is now Portuguese territory near the mouth of the river Tagus,P17,Forwards
Vetulonia,Italy,Italy,Vetulonia formerly called Vetulonium Etruscan Vatluna was an ancient town of Etruria Italy the site of which is probably occupied by the modern village of Vetulonia which up to 1887 bore the name of Colonnata and Colonna di Buriano the site is currently a frazione of the comune of Castiglione della Pescaia with some 400 inhabitants,P17,Forwards
Epidia gens,Ancient Rome,Rome,The gens Epidia was a plebeian family at Rome,P17,Forwards
Carlo Crivelli,Venice,Venice,Carlo Crivelli Venice c,P19,Forwards
Waldmohr,Germany,Germany,Waldmohr is a town in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
Culture of Hungary,Hungary,Hungary,The culture of Hungary varies greatly across Hungary,P17,Forwards
Germanicus,Rome,Rome,In AD 17 he returned to Rome where he received a triumph before leaving to reorganise the provinces of Asia Minor whereby he incorporated the provinces of Cappadocia and Commagene in AD 18,P19,Forwards
Terni–Sulmona railway,Umbria,Umbria,32UmbriaLazio32 border,P131,Forwards
Demographics of Portugal,Portugal,Portugal,This article is about the demographic features of the population of Portugal including population density ethnicity education level health of the populace economic status religious affiliations and other aspects of the population,P276,Forwards
Titus Veturius Geminus Cicurinus consul 494 BC,Roman consul,Roman consul,He served as a Roman consul in 494 BC together with Aulus Verginius Tricostus Caeliomontanus,P39,Forwards
Romentino,Italy,Italy,Romentino is a town of about 5000 inhabitants in the province of Novara Piedmont Northern Italy 8 kilometres 5160mi east of Novara and 40 kilometres 25160mi west of Milan,P17,Forwards
Italy,Rome,Rome,    Anthem160Il Canto degli Italiani160160ItalianThe Song of the ItaliansShow globeShow map of EuropeLocation of160Italy160dark green–160in Europe160light green amp160dark grey–160in the European Union160light green160 –160 91Legend93Capitaland largest cityRome41°54′N 12°29′Exfeff  xfeff41900°N 12483°Exfeff  41900 12483Official160languagesItalianaNative languagesSee full listEthnic160groups  2017915 Italians85 OthersReligion  2017833 Christianity124 No religion37 Islam06 OthersDemonymsItalianGovernmentUnitary parliamentaryconstitutional republic•160President Sergio Mattarella•160Prime Minister Mario Draghi•160President of the Senate Elisabetta Casellati•160President of theChamber of Deputies Roberto Fico,P17,Backwards
Malatesta da Verucchio,Rimini,Rimini,He was the leader of the Guelphs in Romagna and became podestà chief magistrate of Rimini in 1239,P20,Forwards
Pietro Geremia,Palermo,Palermo,Geremia was born in Palermo but spent an extended period of time in Bologna  where he experienced a radical conversion  and Fiesole for his admittance into the Dominicans before returning to Palermo where he became a sought after and noted preacher and miracle worker,P19,Forwards
Castello di Monterone Monterone Castle,Perugia,Perugia,It is located in the road that connects Perugia to Assisi through Ponte San Giovanni,P131,Forwards
Ercole Ramazzani,Arcevia,Arcevia,He was born at Rocca Contrada modern Arcevia then part of the Papal States and was a follower of the styles of Pietro Perugino and Raphael,P20,Forwards
Crescentius the Younger,Rome,Rome,Crescentius the Younger or Crescentius II died 998 son of Crescentius the Elder was a leader of the aristocracy of medieval Rome,P20,Forwards
San Giorgio su Legnano,Legnano,Legnano,San Giorgio su Legnano borders the following municipalities Legnano Villa Cortese Canegrate Busto Garolfo,P47,Forwards
Kirchheim in Schwaben,Germany,Germany,Kirchheim or Kirchheim in Schwaben engl Kirchheim in Swabia is a municipality and a market town in the district of Unterallgäu in the region of Swabia Schwaben in the southwest of Bavaria Germany,P17,Forwards
Pietro Gasparri,Cardinal Secretary of State,Cardinal Secretary of State,He served also as Cardinal Secretary of State under Popes Benedict XV and Pope Pius XI,P39,Forwards
Archaeological Museum of Granada,Granada,Granada,The Archaeological Museum of Granada is an archaeological museum in the Albayzín district Granada Spain established in 1879,P131,Forwards
Giovanni Battista Vitali,Bologna,Bologna,He was also significantly not an organist – unlike the vast majority of maestri di cappella in Bologna during the seventeenth and eighteenth centuries,P20,Forwards
Siege of Autun,France,France,media all and minwidth720pxmwparseroutput desktopfloatrightboxsizingborderboxfloatrightclearrightmwparseroutput infoboxvevent statuspfirstchildmargin0Siege of AutunPart of the RomanAlamanni conflict RomanGermanic warsDate356 ADLocationAutun Gallia Lugdunensis modern 160FranceResult,P17,Forwards
Archaeological Museum Milan,Milan,Milan,The Archaeological Museum of Milan Civico Museo Archeologico di Milano in Italian is located in the exconvent of the Monastero Maggiore alongside the ancient church of San Maurizio al Monastero Maggiore with entrance on Corso Magenta,P131,Forwards
Germanicus,Quaestor,quaestor,During the reign of Augustus Germanicus enjoyed an accelerated political career as the heir of the emperors heir entering the office of quaestor five years before the legal age in AD 7,P39,Forwards
Montescudo,Italy,Italian,Montescudo is a frazione and former comune municipality in the Province of Rimini in the Italian region EmiliaRomagna located about 120 kilometres 75160mi southeast of Bologna and about 15 kilometres 9160mi south of Rimini,P17,Forwards
Roman Egypt,Arabia Petraea,Arabia Petraea,Aegyptus was bordered by the provinces of Crete and Cyrenaica to the west and Judea later Arabia Petraea to the East,P47,Forwards
Marcus Junius Silanus consul 15,Ancient Rome,Ancient Roman,26 BC 8211 AD 37 was an Ancient Roman senator who became suffect consul in AD 15,P27,Forwards
Kaymakli Underground City,Turkey,Turkey,Kaymakli Underground City Turkish Kaymaklı Cappadocian Greek Ανακού is contained within the citadel of Kaymakli in the Central Anatolia Region of Turkey,P17,Forwards
Marzban,Sasanian Empire,Sasanian Empire,Marzbān or Marzpān Middle Persian transliteration mrzwpn derived from marz border boundary and the suffix pān guardian Modern Persian مرزبان Marzbān were a class of margraves warden of the marches and by extension military commanders in charge of border provinces of the Parthian Empire 247 BC–224 AD and mostly Sasanian Empire 224–651 AD of Iran,P17,Forwards
San Giacomo degli Incurabili,Rome,Rome,The hospital of San Giacomo in Augusta Saint James in Augusta also known as San Giacomo degli Incurabili Saint James of the Incurables was a historic hospital located in Rome,P131,Forwards
Golubac Fortress,Serbia,Serbia,The Golubac Fortress Serbian Голубачки град or Golubački grad Hungarian Galambóc vára Bulgarian Гълъбец Romanian Cetatea Golubăț Turkish Güvercinlik Kalesi was a medieval fortified town on the south side of the Danube River 4160km 25160mi downstream from the modernday town of Golubac Serbia,P17,Forwards
Spain,Spaniards,Spanish,Religion  202062 Christianity—61 Roman Catholic—1 Other Christian34 No religion3 Others1 No answerDemonymsSpanishSpaniardGovernmentUnitary160parliamentary constitutional monarchy•160King Felipe VI•160Prime Minister President of the Government Pedro Sánchez•160President of the Senate Pilar Llop•160President of the Congress of Deputies Meritxell Batet•160President of the Supreme Court Carlos Lesmes Serrano,P17,Backwards
Byzantine–Ottoman wars,Anatolia,Anatolia,Taking advantage of the situation the Seljuk Sultanate of Rum began seizing territory in Western Anatolia until the Nicaean Empire was able to repulse the Seljuk Turks from the remaining territories still under Roman rule,P276,Forwards
Mörschbach,Germany,Germany,Mörschbach is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the RheinHunsrückKreis district in RhinelandPalatinate Germany,P17,Forwards
Antistia gens,Ancient Rome,ancient Rome,The gens Antistia sometimes written Antestia on coins was a plebeian family at ancient Rome,P17,Forwards
Androusa,Greece,Greece,Androusa Greek Ανδρούσα is a village and a former municipality in Messenia Peloponnese Greece,P17,Forwards
Nicola Grimaldi I,Naples,Naples,Nicola Grimaldi  1645–1717 was born at the Castello della Pietra Naples  a member of the noble Grimaldi family of Genoa,P19,Forwards
Mahdia Museum,Tunisia,Tunisia,The Mahdia Museum is a museum in Tunisia specialising in Tunisian archaeology and heritage,P17,Forwards
Venafrum,Italy,Italy,Venafrum was an ancient town of Molise Italy close to the boundaries of both Latium adiectum and Samnium,P17,Forwards
Battle of Garigliano,Garigliano,Garigliano River,The aim was to destroy the Arab fortress on the Garigliano River which had threatened central Italy and the outskirts of Rome for nearly 30 years,P276,Forwards
Henri Jordan,Germany,German,Henri Jordan 30 September 1833 Berlin 8211 10 November 1886 Königsberg was a German classical scholar who specialized in Roman archaeological topography,P27,Forwards
Sankt Julian,Germany,Germany,Julian is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the Kusel district in RhinelandPalatinate Germany,P17,Forwards
John Gualbert,Florence,Florence,He found the murderer in Florence but as it was Good Friday granted the killers plea for mercy,P19,Forwards
Alps,France,France,The Alps91a93 are the highest and most extensive mountain range system that lies entirely in Europe91b93 stretching approximately 1200160km 750160mi across eight Alpine countries from west to east France Switzerland Monaco Italy Liechtenstein Austria Germany and Slovenia,P17,Forwards
Cimiez Cathedral,France,France,Cimiez Cathedral French Cathédrale SainteMarie de Cimiez also Cathédrale NotreDame du Château was a Roman Catholic church in the southern town of Nice France,P17,Forwards
Margaret of ValoisAngoulême,France,France,Marguerite de Navarre French Marguerite dAngoulême Marguerite dAlençon 11 April 149216082113221 December 1549 also known as Marguerite of Angoulême and Margaret of Navarre was the princess of France Queen of Navarre and Duchess of Alençon and Berry,P27,Forwards
Iraqi Kurdistan,Kurdistan,Kurdistan,It is one of the four parts of Kurdistan which also includes parts of southeastern Turkey Northern Kurdistan northern Syria Western Kurdistan and northwestern Iran Eastern Kurdistan,P361,Forwards
France,Spain,Spain,France borders Belgium Luxembourg and Germany to the northeast Switzerland Monaco and Italy to the east Andorra and Spain to the south as well as the Netherlands Suriname and Brazil in the Americas,P47,Forwards
Shrine of Hercules Curinus,Sulmona,Sulmona,Shrine of Hercules Curinus was a Roman temple the ruins of which are located in the comune of Sulmona in the province of LAquila in the Abruzzo region of Italy,P131,Forwards
Gaius Claudius Nero,Roman censor,censor,Claudius again served alongside Livius as censor in 204 BC before being sent as part of a triumviral embassy to Greece and Egypt in 201 BC,P39,Forwards
Haarlemmermeer,Netherlands,Netherlands,Haarlemmermeer ˌɦaːrlɛmərˈmeːr32listen is a municipality in the west of the Netherlands in the province of North Holland,P17,Forwards
Pope Pius VI,Papal States,Papal States,French troops commanded by Napoleon Bonaparte defeated the papal army and occupied the Papal States in 1796,P27,Forwards
French people,France,France,The French people French Français are an ethnic group primarily located in Western Europe and nation that shares a common French culture history the French language and is identified with the country of France,P17,Forwards
Tiberius Julius Rhoemetalces,Ancient Rome,Roman ancestry,He was of Greek Iranian and Roman ancestry,P27,Forwards
Algeria,Morocco,Morocco,It is the largest country by total area in Africa and by extension the Arab world and is bordered to the northeast by Tunisia to the east by Libya to the southeast by Niger to the southwest by Mali Mauritania and Western Sahara to the west by Morocco and to the north by the Mediterranean Sea,P47,Backwards
Ensheim,Germany,Germany,Ensheim is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde a kind of collective municipality – in the AlzeyWorms district in RhinelandPalatinate Germany,P17,Forwards
Apollodorus of Damascus,Damascus,Damascus,Apollodorus of Damascus Ancient Greek Ἀπολλόδωρος ὁ Δαμασκηνός was a Nabatean architect and engineer from Damascus Roman Syria who flourished during the 2nd century AD,P19,Forwards
Mount Alveria,Italy,Italy,Mount Alveria is a mountain located in the Province of Siracusa southeastern Sicily Italy,P17,Forwards
Tamuda,Morocco,Morocco,It is located 6160km 4 miles west of the presentday Tetouan in northern Morocco,P17,Forwards
Cretan War 1645–1669,Republic of Venice,Republic of Venice,The Cretan War Greek Κρητικός Πόλεμος Turkish Giritin Fethi also known as the War of Candia Italian Guerra di Candia or the Fifth Ottoman–Venetian War was a conflict between the Republic of Venice and her allies chief among them the Knights of Malta the Papal States and France against the Ottoman Empire and the Barbary States because it was largely fought over the island of Crete Venices largest and richest overseas possession,P17,Forwards
Kafr Zabad,Lebanon,Lebanon,Kafr Zabad   Arabic كفر زبد8206 is a village in Lebanon,P17,Forwards
Fejér County,Hungary,Hungary,Fejér Hungarian Fejér megye pronounced160ˈfɛjeːr is an administrative county comitatus or megye in Central Hungary,P131,Forwards
Isthmus of Corinth,Greece,Greece,The Isthmus of Corinth is the narrow land bridge which connects the Peloponnese peninsula with the rest of the mainland of Greece near the city of Corinth,P131,Forwards
Abiod Valley,Algeria,Algeria,Oued El Abiod English Abiod Valley is a wadi that forms a mountain pass in the Aurès massif located in the Saharan Atlas in northeastern Algeria,P17,Forwards
Battle of Zlatitsa,Ottoman Empire,Ottoman Empire,The battle was fought at Zlatitsa Pass Bulgarian Златишки проход Turkish Izladi Derbendi near the town of Zlatitsa in the Balkan Mountains Ottoman Empire modernday Bulgaria,P710,Forwards
Largo di Torre Argentina,Rome,Rome,Largo di Torre Argentina is a square in Rome Italy with four Roman Republican temples and the remains of Pompeys Theatre,P131,Forwards
Malappuram district,Tanur Malappuram,Tanur,The oldest Railway line in the state was laid from Tirur to Chaliyam in 1861 passing through Tanur Parappanangadi and Vallikkunnu,P131,Backwards
