Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Kyle Husslein,Basketball,basketball,Kyle Edward Husslein born November 6 1995 is a GuamanianAmerican basketball player who played college basketball for the University of Redlands,P641,Forwards
Hillcrest High School Dallas,United States,USA,Hillcrest High School formerly Vickery Meadows High School is a public secondary school located in North Dallas Texas USA,P17,Forwards
Albany High School New York,United States,United States,Albany High School AHS in Albany New York United States is a public high school with an enrollment of about 2600 students for the 2017–18 school year,P17,Forwards
Emily McInerny,Basketball,basketball,Emily Katherine Macca McInerny born 30 April 1978 is a former Australian womens basketball player,P641,Forwards
Lucienne Velu,Basketball,basketball player,Lucienne VeluCHAPILLON married name was Odoul born 28 January 1902 at Paris and deceased 12 June 1998 at QuincysousSenart was a French athlete and basketball player,P641,Forwards
Jakub Kopf,Basketball,basketball,Jakub Józef Kopf or Kopowski March 13 1915 in Kraków 8211 June 2 1983 in Kraków was a Polish basketball player who competed in the 1936 Summer Olympics,P641,Forwards
Anastasia Fomina,Point guard,point guard,Anastasia Borisovna Fomina Russian Анастасия Борисовна Фомина born 5 August 1983 is a retired Russian basketball point guard,P413,Forwards
Charlotte Coliseum,Basketball,basketball, It hosted its final NBA basketball game on October 26 2005 a preseason game between the Charlotte Bobcats and the Indiana Pacers,P641,Forwards
1966 FIBA Intercontinental Cup,Spain,Spain,It took place at Real Madrid Pavilion Madrid Spain,P17,Forwards
James Bowie High School Simms Texas,United States,United States,James Bowie High School also known as Bowie High School is a public high school located in Simms Texas United States,P17,Forwards
Paykan FC,Iran,Iran,The team is sponsored by Irans main automobile manufacturer Iran Khodro and is named after one of its older products the Paykan car,P17,Forwards
United States at the Olympics,United States,United States of America,The United States of America USA has sent athletes to every celebration of the modern Olympic Games with the exception of the 1980 Summer Olympics during which it led a boycott to protest the Soviet invasion of Afghanistan,P17,Forwards
Palmerton Area School District,Palmerton High School,Palmerton Area High School,Palmer Elementary School 26 Parkside Elementary School K1 Towamensing Elementary School K6 Palmerton Area Junior High School 78 and Palmerton Area High School 912,P5353,Backwards
Marco Carraretto,Basketball,basketball,Marco Carraretto born October 27 1977 is an Italian former professional basketball player for Fortitudo Bologna and other teams in Italy,P641,Forwards
Han Kibum,Basketball,basketball,Han Kibum born 7 June 1964 is a South Korean basketball player,P641,Forwards
Kallithea Palais des Sports,Greece,Greece,Kallithea Palais des Sports Greek Παλέ ντε Σπορ Καλλιθέας is an indoor sporting arena that is located on the Greek island of Rhodes in Faliraki some 13 km away from Rhodes Greece,P17,Forwards
Northwest School Seattle,United States,United States,The schools student body includes approximately 500 day and boarding students in grades 612 some 16 of whom are from outside the United States,P17,Forwards
Henri Villecourt,Basketball,basketball,Henri Villecourt born 19 March 1938 is a French basketball player,P641,Forwards
Miha Zupan,Power forward basketball,power forward,He is a 205 m 6160ft 8¾ in power forward who can also play center when needed,P413,Forwards
Australian Basketball Association,Basketball,basketball,The Australian Basketball Association ABA was a semiprofessional basketball entity based in Australia,P641,Forwards
Lee Tsuntung,Basketball,basketball,Lee Tsuntung 11 April 1916 8211 24 February 2017 was a Chinese basketball player,P641,Forwards
Livio Franceschini,1936 Summer Olympics,1936 Summer Olympics,Livio Franceschini April 14 1913 – 1975 was an Italian basketball player who competed in the 1936 Summer Olympics,P1344,Forwards
Jorge Garbajosa,Basketball,basketball,Jorge Garbajosa Chaparro born December 19 1977 is a Spanish former professional basketball player and the current president of the Spanish Basketball Federation,P641,Forwards
Commemorative coins of Latvia,Latvia,Latvia,The commemorative coins of Latvia are issued by the National Bank of Latvia headquartered in Riga Latvia but minted outside Latvia by,P17,Forwards
Mike Gansey,Basketball,basketball,Michael Gansey born December 21 1982 is an American former professional basketball player and current basketball executive presently serving as the assistant general manager of the Cleveland Cavaliers of the National Basketball Association NBA having previously served as the GM for the Cavaliers NBA G League affiliate the Canton Charge,P641,Forwards
1954 in sports,1953 in sports,1953,1951160195216019531601954160195516019561601957,P155,Forwards
Vanden High School,Travis Unified School District,Travis Unified School District,It is in the Travis Unified School District and serves children from Vacaville Fairfield and Travis Air Force Base,P5353,Forwards
1963 in sports,1964 in sports,1964,1960160196116019621601963160196416019651601966,P156,Forwards
Inge Friedenfelds,Basketball,basketball,Inge Friedenfelds born 25 April 1935 is an Australian basketball player,P641,Forwards
Rusk High School,United States,USA,Rusk High School is a public high school located in Rusk Texas USA,P17,Forwards
American Rivers Conference Mens Basketball Tournament,Basketball,basketball,The American Rivers Conference Mens Basketball Tournament is the annual conference basketball championship tournament for the NCAA Division III American Rivers Conference,P641,Forwards
Alytus Arena,Lithuania,Lithuania,The Alytus Arena is a universal indoor arena in Alytus Lithuania,P17,Forwards
Tasha Humphrey,Basketball,basketball,Tasha Humphrey born December 29 1985 is a professional basketball player,P641,Forwards
Lauro Mumar,Basketball,basketball,Lauro The Fox Mumar March 6 1924 – December 20 1990 was a Filipino basketball player and later served as the national team head coach of India and the Philippines,P641,Forwards
Croatian First Womens Basketball League,Basketball,basketball,The Croatian Premier Womens Basketball League Croatian Hrvatska Premijer ženska košarkaška liga is the premier league for womens basketball clubs in Croatia,P641,Forwards
Best Comeback Athlete ESPY Award,United States,United States,The Best Comeback Athlete ESPY Award has been presented annually since 1993 to the sportsperson irrespective of gender contesting a team sport professionally under the auspices of one of the four North American leagues or an individual sport on either an amateur or professional basis primarily in the United States or internationally under the auspices of a sport governing body adjudged to have made the most significant profound or impressive comeback from serious illness injury personal or familial hardship retirement or significant loss of form,P17,Forwards
1962 in sports,1961 in sports,1961,1959160196016019611601962160196316019641601965,P156,Backwards
Lido Indoor Hall,Basketball,basketball,The arena has been used to host a variety of sports events such as volleyball boxing kickboxing wrestling and Mixed martial arts but its primary use is hosting basketball games,P641,Forwards
Fabricio Oberto,Basketball,basketball,Fabricio Raúl Jesús Oberto American Spanish160faˈβɾisjo oˈβeɾto born March 21 1975 is an ArgentineItalian color analyst and former professional basketball player,P641,Forwards
Pleasanton High School Pleasanton Texas,United States,USA,Pleasanton High School is a public high school located in Pleasanton Texas USA  and classified as a 4A school by the UIL,P17,Forwards
Georgios Diamantopoulos,Basketball,basketball,Georgios Giorgos Diamantopoulos Greek Γεώργιος Γιώργος Διαμαντόπουλος born on February 15 1980 is a Greek former professional basketball player,P641,Forwards
Janusz Wichowski,Small forward,small forward,At a height of 196 m 65 tall and a weight of 88 kg 195 lbs he played at the small forward position,P413,Forwards
Trenton High School Texas,United States,USA,Trenton High School is a 2A public high school located in Trenton Texas USA,P17,Forwards
Leonidas Kaselakis,Basketball,basketball,Leonidas Kaselakis Greek Λεωνίδας Κασελάκης born June 1 1990 is a Greek professional basketball player for Panathinaikos of the Greek Basket League and the EuroLeague,P641,Forwards
Cypriot Basketball Cup,Basketball,basketball,The Cypriot Basketball Cup is an annual professional basketball national cup competition organized by the Cyprus Basketball Federation since 1969,P641,Forwards
Alex Compton,Basketball,Basketball,Mens Basketball,P641,Forwards
Liga I mens basketball,Basketball,basketball,The Liga I was the second level of professional basketball in Romania,P641,Forwards
John Gardiner basketball,Basketball,basketball,John Neville Gardiner 3 March 1943 8211 17 May 2014 was an Australian basketball player,P641,Forwards
George Mikan,Basketball,basketball,Basketball was an American professional basketball player for the Chicago American Gears of the National Basketball League NBL and the Minneapolis Lakers of the NBL the Basketball Association of America BAA and the National Basketball Association NBA,P641,Forwards
Antonio Porta,Basketball,basketball,Antonio Alejandro Porta Pernigotti born 28 October 1983 is a former ArgentineItalian professional basketball player who lasted played with the Svendborg Rabbits in the Danish Basketball League,P641,Forwards
CB Tarragona,Basketball,Basketball,Club Bàsquet Tarragona more commonly referred to today by its sponsorship name of Tarragona Bàsquet 2017 is a professional Basketball team based in Tarragona Catalonia who currently plays in LEB Plata,P641,Forwards
Zisis Sarikopoulos,Center basketball,center,He is 7160ft 0160in 213160m tall and he plays at the center position,P413,Forwards
Vladimir Kuljanin,Center basketball,center,Vladimir Vlad Kuljanin born April 2 1985 is a Canadian basketball player who plays as a center,P413,Forwards
Basketball at the 1980 Summer Olympics,Basketball,Basketball,Basketball at the 1980 Summer Olympics was the tenth appearance of the sport of basketball as an official Olympic medal event,P641,Forwards
Basketball at the 2009 Games of the Small States of Europe,Basketball,Basketball,Basketball at the 2009 Games of the Small States of Europe was held from 2 to 6 June 2009,P641,Forwards
Smithville High School Texas,United States,USA,Smithville High School is a public high school located in Smithville Texas USA and classified as a 4A school by the UIL,P17,Forwards
St Charles North High School,United States,United States,Charles Illinois a western suburb of Chicago Illinois in the United States,P17,Forwards
University of Minnesota,Minneapolis,Minneapolis,The University of Minnesota Twin Cities the U of M or Minnesota is a public landgrant research university in the Twin Cities of Minneapolis and Saint Paul Minnesota,P131,Forwards
Wang Shipeng,Shooting guard,shooting guard,At a height of 198 m 66 and a weight of 96160kg 212 pounds he played mainly at the shooting guard position but he could also play as a small forward,P413,Forwards
Daejeon Hanbat Sports Complex,South Korea,South Korea,Daejeon Hanbat Sports Complex Korean 대전한밭종합운동장 is a sports complex comprising a multipurpose stadium including athletic facilities and a soccer pitch a ballpark Basketball courts tennis courts and various other sports facilities in Daejeon South Korea,P17,Forwards
Barry Howson,Basketball,basketball,Barry Howson born 17 June 1939 is a Canadian basketball player,P641,Forwards
Leopoldo Contarbio,Argentina,Argentine,Leopoldo Pichón Contarbio April 29 1927 8211 August 24 1993 was an Argentine basketball player who competed in the 1948 Summer Olympics and in the 1952 Summer Olympics,P27,Forwards
Basketball in Greece,Basketball,basketball,Basketball in Greece erupted with the senior mens Greek national teams win at the 1987 EuroBasket in Athens which caused a general basketball euphoria in the country,P641,Forwards
1952 in sports,1951 in sports,1951,1949160195016019511601952160195316019541601955,P156,Backwards
Billy Thompson basketball,Basketball,basketball,William Stansbury Thompson born December 1 1963 is an American retired professional basketball player who played in the National Basketball Association and other leagues,P641,Forwards
Simonas Kymantas,Center basketball,center,He plays the center position,P413,Forwards
Bev Barnes,Basketball,basketball,Bev Barnes 9 August 1951 8211 16 August 2016 was a Canadian basketball player,P641,Forwards
Apostolos Kontos,Small forward,small forward,He played at the shooting guard and small forward positions with small forward being his main position,P413,Forwards
Mapletown JuniorSenior High School,Southeastern Greene School District,Southeastern Greene School District,Mapletown JuniorSenior High School is a public JuniorSenior High School located near Greensboro Pennsylvania 65 miles south of Pittsburgh It is the sole secondary facility of the Southeastern Greene School District,P5353,Forwards
MEAC Mens Basketball Tournament,Basketball,basketball,The MEAC Mens Basketball Tournament popularly known as the MEAC Tournament is the conference championship tournament in basketball for the MidEastern Athletic Conference MEAC,P641,Forwards
Alexander Volkov basketball,Power forward basketball,power forward,At 610 208 m tall he played at the power forward and center positions,P413,Forwards
Mohamedi Soliman,Basketball,basketball,Mohamedi Soliman was an Egyptian basketball player,P641,Forwards
City of Sheffield Hatters,Basketball,Basketball,The Westfield Health Sheffield Hatters are a Womens Basketball club from Sheffield England who play their home games at All Saints Catholic High Schools Sports Centre,P641,Forwards
Saryarka Velodrome,Basketball,basketball,It is mainly used for cycling and basketball,P641,Forwards
Minas Gekos,Point guard,point guard,At 6 1mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 187 m in height he played at the point guard and shooting guard positions,P413,Forwards
Kim Hyeongil,Basketball,basketball,Kim Hyeongil is a South Korean basketball player who competed in the mens tournament at the 1956 Summer Olympics,P641,Forwards
Caridad Despaigne,Basketball,basketball,Caridad Despaigne born 4 November 1959 is a Cuban basketball player,P641,Forwards
Wheelchair basketball,Basketball,basketball,Wheelchair basketball is basketball played by people with varying physical disabilities that disqualify them from playing an ablebodied sport,P641,Forwards
Barcelona,Spain,Spain,Barcelona ˌbɑːrsəˈloʊnə BARsəLOHnə Catalan160bəɾsəˈlonə Spanish160baɾθeˈlona is a city on the coast of northeastern Spain,P17,Forwards
William R Boone High School,Orlando Florida,Orlando Florida,Boone High School is a public high school in Orlando Florida United States,P131,Forwards
Lorene Ramsey,United States,United States,Assistant Coach for 160United States,P27,Forwards
Teijo Finneman,Basketball,basketball,Teijo Finneman born 9 September 1944 is a Finnish basketball player,P641,Forwards
Tommaso Oxilia,Basketball,basketball,Tommaso Oxilia born April 22 1998 is an Italian professional basketball player for Virtus Pallacanestro Bologna,P641,Forwards
Montoursville Area High School,Montoursville Area School District,Montoursville Area School District, It is the sole high school operated by the Montoursville Area School District,P5353,Forwards
Ethan Rusbatch,Basketball,basketball,Ethan Rusbatch born 24 May 1992 is a New Zealand professional basketball player for the Hawkes Bay Hawks of the New Zealand National Basketball League NZNBL,P641,Forwards
Motti Aroesti,Basketball,basketball,Motti Aroesti born 11 July 1954 Tel Aviv Israel is a retired Israeli professional basketball player and coach,P641,Forwards
Vladimir Kadlec,Basketball,basketball,Vladimir Kadlec born 9 July 1957 is a former German basketball player,P641,Forwards
Chang Rijin,Basketball,basketball,Chang Rijin Korean58160장이진59 Hanja58160張利鎭 born 28 October 1917 was a Korean basketball player,P641,Forwards
Lexington High School Texas,United States,United States,Lexington High School is a public high school located in the city of Lexington Texas in Lee County United States and classified as a 3A school by the UIL,P17,Forwards
Nataliya Silianova,Basketball,basketball,Nataliya Silianova born 29 January 1971 is a Ukrainian basketball player,P641,Forwards
Basketball at the Friendship Games,Basketball,Basketball,Basketball at the Friendship Games was contested between 22 and 30 August 1984,P641,Forwards
Historical European national basketball league rankings,Basketball,basketball,The historical European national basketball league rankings are the rankings for each of the different European regional and domestic basketball leagues that are or were eligible to participate in Europes international continental professional club basketball competitions,P641,Forwards
Bernard Schmied,Basketball,basketball,Bernard Schmied born 1933 is a Swiss basketball player,P641,Forwards
Rhode Island Interscholastic League,United States,US,The Rhode Island Interscholastic League RIIL is an organization that runs and regulates interscholastic high school activities in the US state of Rhode Island,P17,Forwards
Michael Pappert,Basketball,basketball,Michael Pappert born 15 August 1957 is a German former basketball player,P641,Forwards
Roberto Viau,Argentina,Argentine,Roberto Luis Viau November 16 1931 – June 6 1971 was an Argentine basketball player who competed at the 1952 Summer Olympics,P27,Forwards
Basketball Wales,Basketball,basketball,Basketball Wales Welsh Pêlfasged Cymru founded in 1952 as the Basketball Association of Wales is the sole controller and the national governing body of all aspects of the game of basketball in Wales,P641,Forwards
Kristina Alikina,Power forward basketball,power forward,Kristina Aleksandrovna Alikina Russian Кристина Александровна Аликина born 23 February 1986 is a Russian basketball power forward,P413,Forwards
Corey Brewer basketball born 1975,Spain,Spain,The 1999–2000 season found Brewer in the IBLs New Mexico Slam after which he began playing for European teams such as Italian second division Serie A2 teams Fila Biella 2000–2001 before moving to Spains ACB where he played for CB Sevilla 2001–2002 and CB Estudiantes 2002–2004,P27,Forwards
College of Marin,California,California,The College of Marin is a public community college in Marin County California with two campuses one in Kentfield and the second in Novato,P131,Forwards
Denis Marconato,Basketball,basketball,Denis Marconato born July 29 1975 is an Italian former professional basketball player,P641,Forwards
Miguel Montalvo,Basketball,basketball,Miguel Montalvo born 27 July 1943 is a Cuban basketball player,P641,Forwards
Wilfredo Ruiz,Basketball,Basketball,Mens Basketball,P641,Forwards
Lefteris Kakiousis,Greece,Greece,Eleftherios Lefteris Kakiousis Greek Ελευθέριος Λευτέρης Κακιούσης born 7 June 1968 in Thessaloniki Greece is a retired Greek professional basketball player and a professional basketball coach,P27,Forwards
Chia Chungchang,Basketball,basketball,Chia Chungchang was a Chinese basketball player,P641,Forwards
Robert Monclar,Basketball,basketball,Robert Monclar 13 August 1930 8211 4 December 2012 was a French basketball player,P641,Forwards
Armand Catafago,Basketball,basketball,Armand Catafago 13 January 1926 8211 16 September 2010 was an Egyptian basketball player,P641,Forwards
Chris Owens basketball,Power forward basketball,power forward,Standing at 6160ft 8160in 203160m he played the power forward position,P413,Forwards
Southern United States,United States,United States,The Southern United States also referred to as the American South or simply the South is a geographic and cultural region of the United States,P17,Forwards
Liberty High School Bethlehem Pennsylvania,United States,United States,Liberty High School is a large urban public high school located in Bethlehem Pennsylvania in the United States,P17,Forwards
Minnehaha Academy,Minneapolis,Minneapolis,Minnehaha Academy often abbreviated MA is a Christian private school in Minneapolis Minnesota United States for students in preschool through 12th grade and established in 1913,P131,Forwards
Barney Sedran,Basketball,basketball,Barney Sedran born Sedransky nicknamed Mighty Mite January 28 1891 – January 14 1964 was an American professional basketball player in the 1910s and 1920s who is in the Basketball Hall of Fame,P641,Forwards
Universal Basketball Association,Basketball,basketball,The Universal Basketball Association UBA is a semiprofessional mens basketball minor league in the United States that began play in 2009,P641,Forwards
Roberto Lovera,Basketball,basketball,Roberto José Lovera Vidal November 14 1922 – June 22 2016 was a Uruguayan basketball player who competed in the 1948 Summer Olympics and in the 1952 Summer Olympics,P641,Forwards
Middle European League,Basketball,basketball,The Middle European League shortly MEL in Hungarian KözépEurópai Liga was a toplevel regional womens basketball league featuring teams from Hungary Slovakia and Croatia,P641,Forwards
FIBA Oceania Under17 Championship for Women,Basketball,basketball,The FIBA Oceania Under17 Championship for Women is an international womens basketball competition inaugurated in 2004,P641,Forwards
1972 in sports,1973 in sports,1973,1969160197016019711601972160197316019741601975,P155,Backwards
Edward Szostak,1936 Summer Olympics,1936 Summer Olympics,Edward Szostak September 12 1911 in Kraków – October 10 1990 in Kraków was a Polish basketball player who competed in the 1936 Summer Olympics,P1344,Forwards
Alfonso Reyes basketball,Basketball,basketball,Alfonso Reyes Cabanás born September 19 1971 is a retired Spanish professional basketball player,P641,Forwards
Hillsdale High School San Mateo California,California,California,Hillsdale High School is a public coeducational high school in San Mateo California serving grades 9–12 as part of the San Mateo Union High School District,P131,Forwards
Delvin Goh,Basketball,basketball,Delvin Goh born 14 April 1995 is a Singaporean basketball player who plays for the Singapore Slingers in the Asean Basketball League ABL,P641,Forwards
1985 in sports,1986 in sports,1986,1982160198316019841601985160198616019871601988,P156,Forwards
Jorge Garbajosa,Power forward basketball,power forward,Standing at 207160m 6160ft 9 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px182602 in he played both power forward and small forward,P413,Forwards
CB Plasencia Ambroz,Basketball,Basketball,Club Baloncesto Ambroz Plasencia more commonly referred to today by its sponsorship name of Plasencia Extremadura is a Basketball team based in Plasencia Extremadura,P641,Forwards
Alessandro Pajola,Basketball,basketball,Alessandro Pajola born 9 November 1999 is an Italian professional basketball player for Virtus Bologna of the Italian Lega Basket Serie A LBA,P641,Forwards
St Augustine High School San Diego,California,California,Augustine High School is a private Catholic high school for young men under the direction of the Order of Saint Augustine located in the North Park district of San Diego California and founded in 1922,P131,Forwards
Lometa Odom,Basketball,womens basketball,Lometa Ruth Odom November 29 1933 – January 27 2017 was an American womens basketball player and coach,P641,Forwards
Melvin Ely,NBA G League,NBA G League,Melvin Anderson Ely iːˈlaɪ born May 2 1978 is an American former professional basketball player who is an assistant coach for the Canton Charge of the NBA G League,P118,Forwards
NBA Most Improved Player Award,Basketball,Basketball,National Basketball Association Most Improved Player Award MIPSportBasketballLeagueNational Basketball AssociationAwarded forPlayer with greatest improvement in playing ability in regular season of the National Basketball AssociationHistoryFirst award1985–86 Alvin Robertson San Antonio SpursMost recentJulius RandleNew York Knicks,P641,Forwards
Pine Richland Middle School,PineRichland School District,PineRichland School District,The middle school is part of the PineRichland School District,P5353,Forwards
Oscar Sevilla basketball,Basketball,basketball,Oscar Sevilla born 14 October 1942 is a Peruvian basketball player,P641,Forwards
Giannis Kalampokis,Basketball,basketball,Giannis Kalampokis alternate spellings Ioannis Yiannis Yannis Kalambokis Kalabokis Greek Γιάννης Καλαμπόκης born on August 15 1978 in Ilio Peristeri Athens Greece is a Greek former professional basketball player and current basketball coach,P641,Forwards
Milton Area High School,Milton Area School District,Milton Area School District,It is the sole high school operated by the Milton Area School District,P5353,Forwards
Alexander Belov,Center basketball,center,During his playing career he played at the center position,P413,Forwards
Basketball at the 2009 Lusofonia Games,Portugal,Portugal,The Basketball tournament of the 2009 Lusophony Games was played in Lisbon Portugal,P17,Forwards
Reading High School Ohio,United States,United States,Reading Junior Senior High School is a public high school in Reading Ohio United States,P17,Forwards
Gintaras Einikis,Basketball,basketball,Gintaras Einikis born September 30 1969 is a Lithuanian retired professional basketball player and current coach,P641,Forwards
Steve Nash,Basketball,basketball,Stephen John Nash OC32OBC born 7 February 1974 is a Canadian professional basketball coach and former player who is the head coach of the Brooklyn Nets of the National Basketball Association NBA,P641,Forwards
Isiah Thomas,Basketball,basketball,Isiah Lord Thomas III born April 30 1961 is an American former professional basketball player coach and executive who is an analyst for NBA TV,P641,Forwards
Mansfield Christian School,United States,United States,Mansfield Christian School is a private K12 Christian school in Mansfield Ohio United States,P17,Forwards
Simone Pontello,1992 Summer Olympics,1992 Summer Olympics,She competed in the womens tournament at the 1992 Summer Olympics,P1344,Forwards
Masashi Shiga,Basketball,basketball,Masashi Shiga 志賀 政司 Shiga Masashi born 28 January 1939 is a Japanese basketball player,P641,Forwards
Illinois,United States,United States,statestate in the Midwestern region of the United States,P131,Forwards
Hungarian Basketball Federation,Basketball,basketball,The Hungarian Basketball Federation Hungarian Magyar Kosárlabdázók Országos Szövetsége MKOSZ is the governing body of basketball in the Hungary,P641,Forwards
Boswell High School,United States,United States,Boswell High School is a public secondary school in Fort Worth Texas United States,P17,Forwards
Palazzetto dello Sport,Italy,Italy,The Palazzetto dello Sport literally Small Sport Palace also less commonly known as the PalaTiziano or PalaFlaminio is an indoor arena that is located in Piazza Apollodoro in Rome Italy,P17,Forwards
Bohdan Przywarski,Basketball,basketball,Bohdan Przywarski 12 April 1932 8211 21 October 2013 was a Polish basketball player,P641,Forwards
Tamir Blatt,Basketball,basketball,Tamir Blatt Hebrew תמיר בלאט8206 born May 4 1997 is an Israeli professional basketball player for Hapoel Jerusalem of the Israeli Premier League on loan from Alba Berlin,P641,Forwards
Miguel Angel Pichardo,Basketball,basketball,Miguel Angel Pichardo Sosa born February 8 1980 in Santiago Dominican Republic is a professional basketball player,P641,Forwards
Jorge Cardiel,Basketball,basketball,Jorge Cardiel born 23 April 1924 was a Mexican basketball player,P641,Forwards
Dionysis Skoulidas,Basketball,basketball,Dionysis Sakis Skoulidas alternate spelling Dionisis Greek Διονύσης Σάκης Σκουλίδας born July 29 1997 is a Greek professional basketball player for a hrefwikiOlympiacosBCBDevelopmentTeam titleOlympiacos BC,P641,Forwards
Comerica Center,Basketball,Basketball,West Texas AampM 01jpg srcuploadwikimediaorgwikipediacommonsthumb11c2018LoneStarConferenceWomen27sBasketballChampionship28TexasA26ME28093CommercevsWestTexasA26M2901jpg220px2018LoneStarConferenceWomen27sBasketballChampionship28TexasA26ME28093CommercevsWestTexasA26M2901jpg decodingasync width220 height147 srcsetuploadwikimediaorgwikipediacommonsthumb11c2018LoneStarConferenceWomen27sBasketballChampionship28TexasA26ME28093CommercevsWestTexasA26M2901jpg330px2018LoneStarConferenceWomen27sBasketballChampionship28TexasA26ME28093CommercevsWestTexasA26M2901jpg 15x uploadwikimediaorgwikipediacommonsthumb11c2018LoneStarConferenceWomen27sBasketballChampionship28TexasA26ME28093CommercevsWestTexasA26M2901jpg440px2018LoneStarConferenceWomen27sBasketballChampionship28TexasA26ME28093CommercevsWestTexasA26M2901jpg 2x datafilewidth6000 datafileheight4000 Former namesDeja Blue Arena 200382112008Dr Pepper Arena 200982112019Address2601 Avenue of the StarsLocationFrisco TexasOwnerCity of FriscoOperatorDallas StarsCapacityIce hockey 3500Basketball 4000–4500Concerts 7000 standing room onlySurfaceMultisurfaceConstructionOpened2003Renovated200882112009Construction costUS27160million US39160million renovationArchitectBalfour BeattyHKS IncTenantsTexas Tornado NAHL 2003–2008 200982112013Dallas Stars Practice Facility NHL 2003–2008 20098211presentFrisco Thunder IntenseFL 2007–2008Texas Legends NBA G League 2010–presentDallas Desire LFL 2016Texas Revolution CIF 2018Frisco Fighters IFL 2021–,P641,Forwards
Juan Barea,Basketball,basketball,Juan Barea born 15 March 1931 is an Argentine former basketball player,P641,Forwards
Winona State Warriors,NCAA Division II,Division II, They compete in the National Collegiate Athletic Association Division II for all sports except for womens gymnastics which competes in the National Collegiate Gymnastics Association,P118,Forwards
1968 in sports,1969 in sports,1969,1965160196616019671601968160196916019701601971,P155,Backwards
Donetsk,Ukraine,Ukraine,Donetsk UK dɒˈnjɛtsk donYETSK US dəˈnjɛtsk dəNYETSK Ukrainian Донецьк doˈnɛtsʲk32listen Russian Донецк dɐˈnʲetsk formerly known as Aleksandrovka Yuzovka or  Hughesovka Stalin and Stalino see also cities alternative names is an industrial city in eastern Ukraine located on the Kalmius River in the disputed Donetsk region,P17,Forwards
Midwest Conference Mens Basketball Tournament,Basketball,basketball,The Midwest Conference Mens Basketball Tournament is the annual conference basketball championship tournament for the NCAA Division III Midwest Conference,P641,Forwards
Russell Simon,Basketball,basketball,Russell Simon born 17 October 1949 is an Australian basketball player,P641,Forwards
Nicoletta Caselin,Basketball,basketball,Nicoletta Caselin born 7 April 1973 is an Italian basketball player,P641,Forwards
Power forward basketball,Charles Barkley,Charles Barkley,Power forwards that are inducted in the Naismith Memorial Basketball Hall of Fame include Larry Bird Karl Malone Denise Curry Dolph Schayes Kevin McHale Charles Barkley Elvin Hayes Bob Pettit Dennis Rodman Katrina McClain Johnson Tim Duncan and Kevin Garnett,P413,Backwards
Basketball,Basketball court,court,Basketball is a team sport in which two teams most commonly of five players each opposing one another on a rectangular court compete with the primary objective of shooting a basketball approximately 94 inches 24160cm in diameter through the defenders hoop a basket 18 inches 46160cm in diameter mounted 10 feet 3048160m high to a backboard at each end of the court while preventing the opposing team from shooting through their own hoop,P641,Backwards
Mike Thibault,United States,United States,Assistant Coach for 160United States,P27,Forwards
1975 in sports,1974 in sports,1974,1972160197316019741601975160197616019771601978,P155,Forwards
Krzysztof Sitkowski,Basketball,basketball,Krzysztof Sitkowski 21 November 1935 8211 4 February 1988 was a Polish basketball player,P641,Forwards
Stavros Toutziarakis,Basketball,basketball,Stavros Toutziarakis Greek Σταύρος Τουτζιαράκης born November 5 1987 is a Greek professional basketball player for Trepça of the Kosovo Basketball Superleague,P641,Forwards
Bell High School California,United States,United States,Bell High School is a public high school in Bell California United States,P17,Forwards
Margo Dydek,Center basketball,center,She played center position for multiple teams in the WNBA and was a coach for the Northside Wizards in the Queensland Basketball League,P413,Forwards
Shen YuKong,1936 Summer Olympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
1983 in sports,1982 in sports,1982,1980160198116019821601983160198416019851601986,P156,Backwards
Vaidas Kariniauskas,Basketball,basketball,Vaidas Kariniauskas born 16 November 1993 is a Lithuanian professional basketball player who plays for Juventus Utena of the Lithuanian Basketball League,P641,Forwards
Manute Bol,Basketball,basketball,Manute Bol məˈnuːt ˈboʊl October 16 1962 – June 19 2010 was a South SudaneseAmerican professional basketball player and political activist,P641,Forwards
Kate Gaze,Basketball,basketball,Kate Gaze born 18 February 1990 is an Australian professional basketball player,P641,Forwards
Ho Lien Siew,Basketball,basketball,Ho Lien Siew 5 September 1932 8211 3 April 2021 was a Singaporean basketball player,P641,Forwards
Santa Maria High School Texas,United States,USA,Santa Maria High School also abbreviated as  SMHS is a public high school located in Santa Maria Texas USA,P17,Forwards
Community High School Texas,United States,USA,Community High School is a public high school located approximately 1 mile 16160km north of Nevada Texas USA,P17,Forwards
Verbum Dei High School,California,California,Verbum Dei High School the Verb is a private Catholic allboys college preparatory school run by the USA West Province of the Society of Jesus in Los Angeles California,P131,Forwards
